codes, ebits, ll_aht, d_aht, ratio
518, 113, 54437, 40161, 1.527575
518, 113, 54444, 40161, 1.527613
518, 113, 54451, 40161, 1.527701
518, 113, 54454, 40165, 1.527789
518, 113, 54459, 40169, 1.527860
518, 113, 54462, 40172, 1.527735
518, 113, 54465, 40175, 1.527685
518, 113, 54470, 40179, 1.527707
518, 113, 54475, 40182, 1.527565
518, 113, 54478, 40186, 1.527433
518, 113, 54481, 40189, 1.527406
518, 113, 54489, 40189, 1.527388
527, 111, 54492, 40192, 1.527572
527, 111, 54496, 40198, 1.527585
527, 111, 54500, 40202, 1.527542
527, 111, 54503, 40205, 1.527442
527, 111, 54506, 40209, 1.527481
527, 111, 54516, 40209, 1.527543
527, 111, 54522, 40209, 1.527615
536, 118, 54537, 40209, 1.528087
545, 121, 54552, 40209, 1.528495
540, 123, 54565, 40209, 1.528631
549, 130, 54580, 40209, 1.529103
549, 130, 54592, 40209, 1.529270
557, 137, 54607, 40209, 1.529726
557, 137, 54610, 40219, 1.529910
566, 133, 54625, 40219, 1.530157
567, 133, 54637, 40219, 1.530341
567, 133, 54650, 40219, 1.530524
571, 133, 54665, 40219, 1.530804
571, 133, 54676, 40219, 1.530956
571, 133, 54682, 40219, 1.531027
570, 133, 54695, 40219, 1.531195
570, 133, 54707, 40219, 1.531363
570, 133, 54710, 40228, 1.531530
582, 133, 54725, 40228, 1.531889
582, 133, 54731, 40228, 1.531961
582, 133, 54743, 40228, 1.532128
590, 136, 54758, 40228, 1.532520
590, 136, 54769, 40228, 1.532672
597, 136, 54784, 40228, 1.532999
598, 136, 54796, 40228, 1.533183
598, 136, 54807, 40228, 1.533334
598, 136, 54818, 40228, 1.533486
604, 133, 54833, 40228, 1.533750
604, 133, 54844, 40228, 1.533901
604, 133, 54855, 40228, 1.534053
604, 133, 54858, 40236, 1.534204
603, 133, 54873, 40236, 1.534355
603, 133, 54879, 40236, 1.534426
603, 133, 54890, 40236, 1.534578
607, 131, 54903, 40236, 1.534793
607, 131, 54914, 40236, 1.534945
605, 131, 54929, 40236, 1.535128
605, 131, 54932, 40242, 1.535248
605, 131, 54941, 40242, 1.535294
605, 131, 54947, 40242, 1.535365
605, 131, 54958, 40242, 1.535517
601, 133, 54973, 40242, 1.535700
601, 133, 54984, 40242, 1.535851
601, 133, 54996, 40242, 1.536019
601, 133, 55002, 40242, 1.536090
601, 133, 55012, 40242, 1.536226
599, 133, 55027, 40242, 1.536409
599, 133, 55030, 40250, 1.536561
607, 132, 55045, 40250, 1.536839
607, 132, 55055, 40250, 1.536975
620, 129, 55070, 40250, 1.537350
620, 129, 55080, 40250, 1.537485
620, 129, 55095, 40250, 1.537701
620, 129, 55101, 40250, 1.537772
620, 129, 55112, 40250, 1.537924
620, 129, 55115, 40256, 1.538043
620, 129, 55118, 40262, 1.538113
620, 129, 55127, 40262, 1.538159
620, 129, 55130, 40268, 1.538278
620, 129, 55136, 40268, 1.538251
620, 129, 55146, 40268, 1.538386
620, 129, 55159, 40268, 1.538570
620, 129, 55169, 40268, 1.538705
623, 129, 55184, 40268, 1.538969
623, 129, 55194, 40268, 1.539104
623, 129, 55206, 40268, 1.539271
623, 129, 55209, 40272, 1.539359
623, 129, 55213, 40276, 1.539413
623, 129, 55217, 40280, 1.539368
623, 129, 55220, 40285, 1.539299
623, 129, 55223, 40288, 1.539248
623, 129, 55227, 40292, 1.539228
623, 129, 55232, 40296, 1.539199
623, 129, 55236, 40299, 1.539090
623, 129, 55240, 40303, 1.539046
623, 129, 55243, 40307, 1.538985
623, 129, 55246, 40311, 1.538999
623, 129, 55251, 40315, 1.539020
623, 129, 55255, 40319, 1.538852
623, 129, 55258, 40324, 1.538808
623, 129, 55261, 40330, 1.538853
623, 129, 55266, 40334, 1.538874
623, 129, 55269, 40338, 1.538740
623, 129, 55273, 40342, 1.538745
623, 129, 55276, 40346, 1.538660
623, 129, 55279, 40350, 1.538674
623, 129, 55282, 40355, 1.538654
623, 129, 55287, 40360, 1.538716
623, 129, 55291, 40366, 1.538630
623, 129, 55295, 40370, 1.538561
623, 129, 55298, 40374, 1.538476
623, 129, 55302, 40378, 1.538457
623, 129, 55305, 40383, 1.538412
623, 129, 55311, 40387, 1.538474
623, 129, 55314, 40391, 1.538266
623, 129, 55317, 40394, 1.538240
623, 129, 55327, 40394, 1.538301
623, 129, 55330, 40399, 1.538404
623, 129, 55335, 40403, 1.538449
623, 129, 55338, 40406, 1.538324
623, 129, 55341, 40409, 1.538346
623, 129, 55348, 40413, 1.538399
623, 129, 55351, 40418, 1.538012
623, 129, 55356, 40423, 1.538098
623, 129, 55360, 40427, 1.537980
623, 129, 55368, 40427, 1.537911
623, 129, 55371, 40431, 1.537998
623, 129, 55375, 40434, 1.538012
623, 129, 55378, 40439, 1.537968
623, 129, 55382, 40445, 1.538029
623, 129, 55391, 40445, 1.538001
623, 129, 55394, 40449, 1.538088
623, 129, 55397, 40452, 1.538110
623, 129, 55401, 40457, 1.538155
623, 129, 55404, 40461, 1.538095
623, 129, 55408, 40465, 1.538125
623, 129, 55412, 40469, 1.538081
623, 129, 55415, 40473, 1.537996
623, 129, 55424, 40473, 1.538042
623, 129, 55431, 40473, 1.538129
627, 129, 55438, 40473, 1.538279
627, 129, 55441, 40476, 1.538350
627, 129, 55447, 40476, 1.538372
627, 129, 55450, 40480, 1.538459
627, 129, 55458, 40480, 1.538513
627, 129, 55461, 40484, 1.538600
627, 129, 55466, 40488, 1.538645
627, 129, 55469, 40493, 1.538552
627, 129, 55473, 40496, 1.538517
627, 129, 55476, 40499, 1.538441
627, 129, 55479, 40507, 1.538518
627, 129, 55482, 40512, 1.538498
627, 129, 55485, 40515, 1.538520
627, 129, 55490, 40518, 1.538501
627, 129, 55495, 40522, 1.538399
627, 129, 55501, 40527, 1.538354
627, 129, 55509, 40527, 1.538163
627, 129, 55516, 40527, 1.538250
627, 129, 55523, 40527, 1.538337
627, 129, 55530, 40527, 1.538424
627, 129, 55533, 40531, 1.538510
627, 129, 55536, 40536, 1.538515
627, 129, 55539, 40541, 1.538569
627, 129, 55543, 40545, 1.538574
627, 129, 55551, 40545, 1.538530
627, 129, 55554, 40548, 1.538601
627, 129, 55557, 40556, 1.538702
627, 129, 55563, 40559, 1.538723
627, 129, 55567, 40562, 1.538492
627, 129, 55573, 40566, 1.538455
627, 129, 55577, 40570, 1.538241
627, 129, 55584, 40574, 1.538244
627, 129, 55594, 40574, 1.537939
627, 129, 55601, 40578, 1.538089
627, 129, 55608, 40581, 1.537882
627, 129, 55612, 40586, 1.537659
627, 129, 55617, 40590, 1.537631
627, 129, 55624, 40595, 1.537602
627, 129, 55628, 40599, 1.537217
627, 129, 55633, 40602, 1.537149
627, 129, 55636, 40606, 1.537040
627, 129, 55641, 40609, 1.537070
627, 129, 55644, 40612, 1.536946
627, 129, 55647, 40615, 1.536894
627, 129, 55650, 40619, 1.536859
627, 129, 55653, 40623, 1.536848
627, 129, 55656, 40627, 1.536813
627, 129, 55659, 40631, 1.536851
627, 129, 55663, 40634, 1.536840
627, 129, 55671, 40634, 1.536772
627, 129, 55678, 40634, 1.536859
627, 129, 55681, 40638, 1.536945
627, 129, 55684, 40641, 1.536943
627, 129, 55687, 40644, 1.536892
627, 129, 55690, 40649, 1.536921
627, 129, 55697, 40654, 1.537014
627, 129, 55700, 40659, 1.536776
627, 129, 55707, 40659, 1.536765
627, 129, 55713, 40659, 1.536835
627, 129, 55716, 40664, 1.536938
627, 129, 55719, 40668, 1.536927
627, 129, 55722, 40672, 1.536892
627, 129, 55725, 40676, 1.536857
627, 129, 55730, 40680, 1.536877
627, 129, 55735, 40684, 1.536752
627, 129, 55738, 40689, 1.536636
627, 129, 55741, 40694, 1.536689
627, 129, 55745, 40698, 1.536694
627, 129, 55748, 40701, 1.536619
627, 129, 55751, 40705, 1.536633
627, 129, 55755, 40708, 1.536598
627, 129, 55758, 40711, 1.536523
627, 129, 55768, 40711, 1.536535
627, 129, 55771, 40715, 1.536621
627, 129, 55774, 40719, 1.536659
627, 129, 55777, 40723, 1.536672
627, 129, 55781, 40728, 1.536669
627, 129, 55784, 40736, 1.536649
627, 129, 55787, 40740, 1.536638
627, 129, 55792, 40744, 1.536659
627, 129, 55795, 40749, 1.536566
627, 129, 55798, 40753, 1.536556
627, 129, 55802, 40757, 1.536536
627, 129, 55805, 40761, 1.536477
627, 129, 55808, 40766, 1.536531
627, 129, 55813, 40770, 1.536600
619, 131, 55816, 40773, 1.536382
619, 131, 55819, 40778, 1.536362
619, 131, 55822, 40781, 1.536312
619, 131, 55825, 40785, 1.536349
619, 131, 55828, 40790, 1.536403
619, 131, 55836, 40790, 1.536456
619, 131, 55839, 40794, 1.536543
619, 131, 55842, 40798, 1.536532
619, 131, 55845, 40802, 1.536497
619, 131, 55849, 40807, 1.536493
619, 131, 55853, 40811, 1.536450
619, 131, 55856, 40816, 1.536407
619, 131, 55859, 40820, 1.536444
619, 131, 55866, 40820, 1.536482
619, 131, 55873, 40820, 1.536568
619, 131, 55876, 40824, 1.536654
619, 131, 55879, 40830, 1.536675
619, 131, 55882, 40833, 1.536697
619, 131, 55885, 40837, 1.536662
619, 131, 55889, 40841, 1.536715
619, 131, 55894, 40845, 1.536688
619, 131, 55899, 40849, 1.536612
619, 131, 55904, 40852, 1.536471
619, 131, 55908, 40856, 1.536331
619, 131, 55911, 40860, 1.536272
619, 131, 55914, 40864, 1.536310
619, 131, 55917, 40867, 1.536331
619, 131, 55922, 40871, 1.536401
619, 131, 55932, 40871, 1.536340
619, 131, 55938, 40871, 1.536411
619, 131, 55945, 40871, 1.536497
619, 131, 55956, 40871, 1.536646
619, 131, 55963, 40871, 1.536732
619, 131, 55966, 40875, 1.536818
619, 131, 55969, 40879, 1.536855
619, 131, 55972, 40884, 1.536885
619, 131, 55975, 40888, 1.536922
619, 131, 55979, 40892, 1.536903
619, 131, 55982, 40896, 1.536820
619, 131, 55986, 40900, 1.536825
619, 131, 55990, 40903, 1.536741
619, 131, 55995, 40906, 1.536674
619, 131, 55999, 40909, 1.536542
619, 131, 56003, 40914, 1.536514
619, 131, 56008, 40918, 1.536487
619, 131, 56015, 40921, 1.536427
619, 131, 56018, 40927, 1.536157
619, 131, 56021, 40931, 1.536147
619, 131, 56024, 40935, 1.536160
619, 131, 56033, 40935, 1.536157
619, 131, 56036, 40940, 1.536258
619, 131, 56039, 40944, 1.536223
619, 131, 56043, 40948, 1.536228
619, 131, 56047, 40951, 1.536145
619, 131, 56051, 40955, 1.536078
619, 131, 56055, 40960, 1.536026
619, 131, 56064, 40960, 1.535975
619, 131, 56068, 40964, 1.536076
619, 131, 56071, 40967, 1.535977
619, 131, 56076, 40971, 1.535998
619, 131, 56079, 40975, 1.535867
619, 131, 56082, 40979, 1.535856
619, 131, 56085, 40983, 1.535894
619, 131, 56088, 40986, 1.535916
619, 131, 56095, 40992, 1.535999
619, 131, 56099, 40997, 1.535755
619, 131, 56103, 41001, 1.535687
619, 131, 56106, 41005, 1.535629
619, 131, 56109, 41009, 1.535642
619, 131, 56118, 41009, 1.535711
619, 131, 56123, 41014, 1.535844
619, 131, 56126, 41018, 1.535737
619, 131, 56130, 41022, 1.535766
619, 131, 56134, 41026, 1.535699
619, 131, 56137, 41031, 1.535631
619, 131, 56140, 41034, 1.535629
619, 131, 56144, 41042, 1.535721
619, 131, 56147, 41047, 1.535654
619, 131, 56150, 41053, 1.535650
619, 131, 56155, 41057, 1.535695
619, 131, 56158, 41062, 1.535580
619, 131, 56163, 41067, 1.535616
619, 131, 56166, 41072, 1.535525
619, 131, 56170, 41076, 1.535530
619, 131, 56174, 41079, 1.535447
619, 131, 56179, 41082, 1.535404
619, 131, 56184, 41088, 1.535336
619, 131, 56189, 41092, 1.535261
619, 131, 56194, 41096, 1.535161
619, 131, 56197, 41100, 1.535006
619, 131, 56200, 41105, 1.535036
619, 131, 56205, 41109, 1.535080
619, 131, 56208, 41113, 1.534950
619, 131, 56211, 41118, 1.534955
619, 131, 56216, 41122, 1.534975
619, 131, 56221, 41128, 1.534883
619, 131, 56224, 41133, 1.534792
619, 131, 56227, 41138, 1.534822
619, 131, 56230, 41143, 1.534827
619, 131, 56234, 41147, 1.534832
619, 131, 56238, 41151, 1.534789
619, 131, 56241, 41156, 1.534722
619, 131, 56244, 41160, 1.534759
619, 131, 56247, 41163, 1.534757
619, 131, 56255, 41163, 1.534738
619, 131, 56259, 41166, 1.534824
619, 131, 56262, 41170, 1.534741
619, 131, 56267, 41174, 1.534810
619, 131, 56270, 41179, 1.534719
619, 131, 56273, 41182, 1.534717
619, 131, 56276, 41188, 1.534714
619, 131, 56281, 41191, 1.534695
619, 131, 56286, 41197, 1.534651
619, 131, 56290, 41203, 1.534567
619, 131, 56294, 41208, 1.534516
619, 131, 56298, 41212, 1.534449
619, 131, 56301, 41215, 1.534375
619, 131, 56304, 41219, 1.534413
619, 131, 56307, 41224, 1.534442
619, 131, 56311, 41228, 1.534471
619, 131, 56314, 41231, 1.534397
619, 131, 56317, 41235, 1.534362
619, 131, 56326, 41235, 1.534431
619, 131, 56330, 41239, 1.534532
619, 131, 56333, 41244, 1.534465
619, 131, 56336, 41247, 1.534487
619, 131, 56340, 41251, 1.534492
619, 131, 56346, 41255, 1.534481
619, 131, 56351, 41259, 1.534310
619, 131, 56354, 41263, 1.534180
619, 131, 56357, 41267, 1.534193
619, 131, 56360, 41270, 1.534167
619, 131, 56363, 41274, 1.534157
619, 131, 56366, 41278, 1.534146
619, 131, 56371, 41282, 1.534167
619, 131, 56378, 41286, 1.534075
619, 131, 56381, 41290, 1.533754
619, 131, 56384, 41295, 1.533807
619, 131, 56387, 41298, 1.533781
619, 131, 56390, 41301, 1.533731
619, 131, 56393, 41306, 1.533712
619, 131, 56397, 41310, 1.533741
619, 131, 56400, 41314, 1.533659
619, 131, 56403, 41319, 1.533665
619, 131, 56406, 41322, 1.533662
619, 131, 56409, 41327, 1.533668
619, 131, 56418, 41327, 1.533712
619, 131, 56421, 41331, 1.533797
619, 131, 56424, 41335, 1.533835
619, 131, 56427, 41339, 1.533872
619, 131, 56434, 41339, 1.533909
629, 131, 56443, 41339, 1.534181
629, 131, 56446, 41342, 1.534251
629, 131, 56449, 41346, 1.534264
629, 131, 56452, 41350, 1.534230
629, 131, 56455, 41356, 1.534251
629, 131, 56458, 41360, 1.534288
629, 131, 56461, 41363, 1.534262
629, 131, 56464, 41366, 1.534260
629, 131, 56467, 41369, 1.534282
629, 131, 56472, 41374, 1.534342
629, 131, 56475, 41378, 1.534188
629, 131, 56478, 41382, 1.534225
629, 131, 56482, 41386, 1.534254
629, 131, 56487, 41391, 1.534243
629, 131, 56491, 41394, 1.534113
629, 131, 56494, 41398, 1.534031
629, 131, 56497, 41402, 1.534068
629, 131, 56505, 41402, 1.534073
629, 131, 56510, 41406, 1.534189
629, 131, 56513, 41409, 1.534044
622, 129, 56523, 41409, 1.533964
622, 129, 56526, 41413, 1.534049
622, 129, 56533, 41421, 1.534211
622, 129, 56538, 41427, 1.533953
622, 129, 56545, 41433, 1.533940
622, 129, 56548, 41437, 1.533620
622, 129, 56551, 41440, 1.533570
622, 129, 56558, 41440, 1.533608
622, 129, 56561, 41444, 1.533693
622, 129, 56564, 41447, 1.533714
622, 129, 56567, 41451, 1.533704
622, 129, 56570, 41455, 1.533694
622, 129, 56573, 41460, 1.533746
622, 129, 56578, 41464, 1.533791
622, 129, 56581, 41467, 1.533670
622, 129, 56584, 41471, 1.533659
622, 129, 56588, 41475, 1.533712
622, 129, 56593, 41478, 1.533670
622, 129, 56596, 41482, 1.533516
622, 129, 56599, 41486, 1.533530
622, 129, 56602, 41490, 1.533543
622, 129, 56610, 41490, 1.533525
622, 129, 56618, 41490, 1.533625
622, 129, 56627, 41490, 1.533741
622, 129, 56635, 41490, 1.533841
622, 129, 56644, 41490, 1.533957
622, 129, 56653, 41490, 1.534073
622, 129, 56659, 41490, 1.534142
622, 129, 56662, 41493, 1.534211
622, 129, 56670, 41493, 1.534264
622, 129, 56673, 41497, 1.534349
622, 129, 56682, 41497, 1.534417
622, 129, 56685, 41500, 1.534486
622, 129, 56694, 41500, 1.534554
622, 129, 56698, 41510, 1.534748
622, 129, 56702, 41513, 1.534666
622, 129, 56705, 41517, 1.534608
622, 129, 56708, 41520, 1.534558
622, 129, 56711, 41524, 1.534571
622, 129, 56714, 41528, 1.534561
622, 129, 56723, 41528, 1.534605
622, 129, 56732, 41528, 1.534721
622, 129, 56740, 41528, 1.534821
622, 129, 56749, 41528, 1.534937
622, 129, 56760, 41528, 1.535084
622, 129, 56770, 41528, 1.535215
622, 129, 56776, 41528, 1.535284
622, 129, 56784, 41528, 1.535384
622, 129, 56792, 41528, 1.535485
622, 129, 56802, 41528, 1.535616
622, 129, 56811, 41528, 1.535731
622, 129, 56820, 41528, 1.535847
622, 129, 56828, 41528, 1.535947
622, 129, 56831, 41532, 1.536032
622, 129, 56834, 41536, 1.535998
622, 129, 56839, 41540, 1.536066
622, 129, 56842, 41545, 1.535904
622, 129, 56846, 41548, 1.535941
622, 129, 56850, 41553, 1.535890
622, 129, 56857, 41553, 1.535808
622, 129, 56860, 41557, 1.535893
622, 129, 56864, 41562, 1.535937
622, 129, 56867, 41567, 1.535871
622, 129, 56871, 41570, 1.535908
622, 129, 56879, 41570, 1.535865
622, 129, 56886, 41570, 1.535950
622, 129, 56889, 41574, 1.536034
622, 129, 56893, 41579, 1.536102
622, 129, 56902, 41579, 1.536075
622, 129, 56910, 41579, 1.536175
622, 129, 56919, 41579, 1.536291
622, 129, 56922, 41584, 1.536391
622, 129, 56930, 41584, 1.536372
622, 129, 56933, 41587, 1.536441
622, 129, 56942, 41587, 1.536462
622, 129, 56945, 41597, 1.536639
622, 129, 56951, 41597, 1.536637
622, 129, 56960, 41597, 1.536752
622, 129, 56963, 41600, 1.536821
622, 129, 56969, 41600, 1.536819
622, 129, 56978, 41600, 1.536934
622, 129, 56986, 41600, 1.537034
622, 129, 56995, 41600, 1.537150
622, 129, 57005, 41600, 1.537281
622, 129, 57013, 41600, 1.537381
622, 129, 57021, 41600, 1.537481
622, 129, 57024, 41605, 1.537581
622, 129, 57027, 41609, 1.537594
622, 129, 57030, 41612, 1.537544
622, 129, 57039, 41612, 1.537564
622, 129, 57047, 41612, 1.537664
622, 129, 57050, 41617, 1.537764
622, 129, 57060, 41617, 1.537824
622, 129, 57069, 41617, 1.537939
622, 129, 57077, 41617, 1.538039
622, 129, 57086, 41617, 1.538155
622, 129, 57095, 41617, 1.538270
622, 129, 57103, 41617, 1.538370
622, 129, 57112, 41617, 1.538485
622, 129, 57118, 41617, 1.538554
622, 129, 57126, 41617, 1.538654
622, 129, 57134, 41617, 1.538754
622, 129, 57144, 41617, 1.538885
622, 129, 57153, 41617, 1.539000
622, 129, 57162, 41617, 1.539116
622, 129, 57165, 41622, 1.539216
622, 129, 57174, 41622, 1.539236
632, 129, 57182, 41622, 1.539490
632, 129, 57185, 41625, 1.539559
632, 129, 57194, 41625, 1.539603
632, 129, 57197, 41628, 1.539672
632, 129, 57206, 41628, 1.539740
632, 129, 57214, 41628, 1.539840
632, 129, 57222, 41628, 1.539940
632, 129, 57231, 41628, 1.540055
632, 129, 57234, 41633, 1.540155
632, 129, 57237, 41637, 1.540192
632, 129, 57244, 41637, 1.540205
632, 129, 57247, 41641, 1.540289
632, 129, 57250, 41645, 1.540326
632, 129, 57255, 41649, 1.540346
632, 129, 57261, 41654, 1.540254
632, 129, 57271, 41654, 1.540075
632, 129, 57275, 41659, 1.540191
632, 129, 57281, 41659, 1.540093
632, 129, 57291, 41659, 1.540224
632, 129, 57300, 41659, 1.540339
632, 129, 57310, 41659, 1.540470
632, 129, 57314, 41664, 1.540585
632, 129, 57318, 41669, 1.540557
632, 129, 57321, 41675, 1.540506
632, 129, 57330, 41675, 1.540502
621, 129, 57340, 41675, 1.540463
621, 129, 57348, 41675, 1.540563
621, 129, 57351, 41678, 1.540632
621, 129, 57359, 41678, 1.540684
621, 129, 57368, 41678, 1.540799
621, 129, 57371, 41682, 1.540883
621, 129, 57375, 41686, 1.540935
621, 129, 57379, 41689, 1.540853
621, 129, 57386, 41689, 1.540795
621, 129, 57393, 41689, 1.540879
621, 129, 57401, 41689, 1.540979
621, 129, 57409, 41689, 1.541078
621, 129, 57416, 41689, 1.541162
621, 129, 57419, 41692, 1.541231
621, 129, 57422, 41695, 1.541253
621, 129, 57429, 41695, 1.541218
621, 129, 57432, 41698, 1.541287
621, 129, 57435, 41702, 1.541323
621, 129, 57438, 41705, 1.541321
621, 129, 57445, 41708, 1.541356
621, 129, 57453, 41708, 1.541123
621, 129, 57460, 41708, 1.541207
621, 129, 57467, 41708, 1.541291
621, 129, 57475, 41708, 1.541391
621, 129, 57478, 41712, 1.541475
621, 129, 57481, 41716, 1.541464
621, 129, 57486, 41721, 1.541523
621, 129, 57489, 41725, 1.541370
621, 129, 57492, 41729, 1.541359
621, 129, 57495, 41733, 1.541396
621, 129, 57502, 41733, 1.541432
621, 129, 57507, 41738, 1.541563
621, 129, 57510, 41741, 1.541417
621, 129, 57514, 41745, 1.541422
621, 129, 57518, 41750, 1.541394
621, 129, 57527, 41750, 1.541367
621, 129, 57534, 41750, 1.541451
621, 129, 57542, 41750, 1.541550
621, 129, 57545, 41763, 1.541773
621, 129, 57554, 41763, 1.541841
621, 129, 57564, 41763, 1.541971
621, 129, 57567, 41767, 1.542055
621, 129, 57571, 41771, 1.542060
621, 129, 57576, 41775, 1.542032
621, 129, 57581, 41779, 1.541909
621, 129, 57585, 41783, 1.541771
621, 129, 57589, 41787, 1.541728
621, 129, 57592, 41791, 1.541670
621, 129, 57599, 41791, 1.541635
621, 129, 57605, 41791, 1.541704
621, 129, 57617, 41791, 1.541865
621, 129, 57620, 41795, 1.541949
621, 129, 57623, 41800, 1.541977
621, 129, 57626, 41805, 1.542029
621, 129, 57629, 41808, 1.542050
621, 129, 57632, 41811, 1.542048
621, 129, 57636, 41815, 1.542100
621, 129, 57639, 41820, 1.542033
621, 129, 57642, 41823, 1.542030
621, 129, 57645, 41826, 1.542004
621, 129, 57653, 41826, 1.542008
621, 129, 57656, 41832, 1.542123
621, 129, 57659, 41836, 1.542136
621, 129, 57662, 41841, 1.542164
621, 129, 57665, 41846, 1.542216
621, 129, 57668, 41850, 1.542252
621, 129, 57671, 41854, 1.542289
621, 129, 57674, 41860, 1.542309
621, 129, 57678, 41864, 1.542313
621, 129, 57681, 41869, 1.542246
621, 129, 57684, 41872, 1.542244
621, 129, 57688, 41875, 1.542257
621, 129, 57691, 41883, 1.542260
621, 129, 57694, 41888, 1.542312
621, 129, 57703, 41888, 1.542331
621, 129, 57711, 41888, 1.542431
621, 129, 57714, 41891, 1.542499
621, 129, 57722, 41891, 1.542551
621, 129, 57725, 41896, 1.542650
621, 129, 57733, 41896, 1.542702
621, 129, 57742, 41896, 1.542817
621, 129, 57745, 41899, 1.542885
621, 129, 57754, 41899, 1.542952
621, 129, 57757, 41902, 1.543021
621, 129, 57760, 41905, 1.543018
621, 129, 57763, 41908, 1.543016
621, 129, 57766, 41911, 1.543037
621, 129, 57769, 41915, 1.543049
621, 129, 57778, 41915, 1.543069
622, 129, 57787, 41915, 1.543199
622, 129, 57796, 41915, 1.543314
622, 129, 57806, 41915, 1.543444
622, 129, 57809, 41918, 1.543512
622, 129, 57812, 41922, 1.543477
622, 129, 57819, 41922, 1.543514
622, 129, 57826, 41922, 1.543597
622, 129, 57832, 41922, 1.543666
622, 129, 57840, 41922, 1.543765
622, 129, 57852, 41922, 1.543926
622, 129, 57861, 41922, 1.544040
622, 129, 57869, 41922, 1.544139
622, 129, 57877, 41922, 1.544238
622, 129, 57885, 41922, 1.544338
622, 129, 57894, 41922, 1.544452
622, 129, 57902, 41922, 1.544551
622, 129, 57911, 41922, 1.544666
622, 129, 57914, 41927, 1.544765
622, 129, 57917, 41930, 1.544786
622, 129, 57921, 41934, 1.544790
622, 129, 57924, 41938, 1.544732
622, 129, 57927, 41942, 1.544720
622, 129, 57931, 41947, 1.544740
622, 129, 57936, 41952, 1.544704
622, 129, 57940, 41956, 1.544590
622, 129, 57943, 41961, 1.544546
622, 129, 57946, 41966, 1.544551
622, 129, 57955, 41966, 1.544594
622, 129, 57958, 41970, 1.544678
622, 129, 57961, 41974, 1.544714
622, 129, 57964, 41977, 1.544735
622, 129, 57968, 41982, 1.544754
622, 129, 57971, 41986, 1.544672
622, 129, 57974, 41991, 1.544677
622, 129, 57977, 41994, 1.544674
622, 129, 57981, 41998, 1.544654
622, 129, 57984, 42001, 1.544557
622, 129, 57987, 42005, 1.544522
622, 129, 57990, 42008, 1.544543
622, 129, 57993, 42012, 1.544556
622, 129, 58001, 42012, 1.544560
622, 129, 58004, 42017, 1.544659
622, 129, 58008, 42021, 1.544710
622, 129, 58011, 42024, 1.544613
622, 129, 58014, 42027, 1.544610
622, 129, 58021, 42031, 1.544661
622, 129, 58024, 42035, 1.544413
622, 129, 58028, 42040, 1.544409
622, 129, 58032, 42044, 1.544342
622, 129, 58035, 42049, 1.544299
622, 129, 58038, 42052, 1.544320
622, 129, 58043, 42055, 1.544301
622, 129, 58046, 42058, 1.544156
622, 129, 58049, 42062, 1.544145
622, 129, 58052, 42066, 1.544181
622, 129, 58055, 42069, 1.544178
622, 129, 58058, 42072, 1.544128
622, 129, 58061, 42077, 1.544109
622, 129, 58069, 42077, 1.544161
622, 129, 58072, 42081, 1.544244
622, 129, 58078, 42081, 1.544218
622, 129, 58081, 42085, 1.544301
622, 129, 58084, 42089, 1.544314
622, 129, 58088, 42092, 1.544279
622, 129, 58091, 42095, 1.544206
622, 129, 58095, 42099, 1.544186
622, 129, 58099, 42103, 1.544120
622, 129, 58104, 42106, 1.544077
622, 129, 58107, 42110, 1.543971
622, 129, 58110, 42114, 1.543984
622, 129, 58113, 42120, 1.544027
622, 129, 58116, 42124, 1.544016
622, 129, 58119, 42128, 1.544005
622, 129, 58126, 42128, 1.544018
622, 129, 58129, 42132, 1.544101
622, 129, 58133, 42136, 1.544129
622, 129, 58136, 42140, 1.544047
622, 129, 58140, 42144, 1.544051
622, 129, 58144, 42150, 1.544015
622, 129, 58147, 42154, 1.543957
622, 129, 58150, 42158, 1.543993
622, 129, 58155, 42162, 1.544060
622, 129, 58158, 42166, 1.543908
622, 129, 58161, 42169, 1.543858
622, 129, 58166, 42172, 1.543838
622, 129, 58169, 42177, 1.543725
622, 129, 58173, 42182, 1.543768
622, 129, 58176, 42186, 1.543686
622, 129, 58181, 42191, 1.543745
622, 129, 58184, 42196, 1.543584
622, 129, 58189, 42204, 1.543688
622, 129, 58194, 42208, 1.543614
622, 129, 58203, 42208, 1.543515
625, 138, 58218, 42222, 1.544117
625, 138, 58221, 42225, 1.538154
625, 138, 58225, 42229, 1.538159
625, 138, 58228, 42233, 1.538078
625, 138, 58231, 42237, 1.538068
625, 138, 58234, 42241, 1.538081
625, 138, 58237, 42244, 1.538032
625, 138, 58241, 42248, 1.538083
625, 138, 58248, 42251, 1.538071
625, 138, 58252, 42254, 1.537710
625, 138, 58255, 42257, 1.537615
625, 138, 58259, 42260, 1.537651
625, 138, 58262, 42264, 1.537571
625, 138, 58266, 42269, 1.537591
625, 138, 58269, 42272, 1.537495
628, 138, 58279, 42272, 1.537599
628, 138, 58282, 42275, 1.537667
628, 138, 58286, 42278, 1.537679
628, 138, 58291, 42282, 1.537653
628, 138, 58296, 42286, 1.537556
628, 138, 58300, 42289, 1.537452
628, 138, 58305, 42292, 1.537410
628, 138, 58308, 42296, 1.537283
628, 138, 58311, 42300, 1.537296
628, 138, 58314, 42303, 1.537247
628, 138, 58317, 42309, 1.537291
628, 138, 58320, 42314, 1.537319
