codes, ebits, ll_aht, d_aht, ratio
459, 96, 15488, 7612, 2.133387
459, 96, 15493, 7618, 2.133610
459, 96, 15495, 7622, 2.132805
459, 96, 15500, 7627, 2.133129
459, 96, 15502, 7631, 2.132325
459, 96, 15506, 7636, 2.132559
459, 96, 15508, 7640, 2.132140
459, 96, 15516, 7645, 2.132734
459, 96, 15519, 7649, 2.130298
459, 96, 15525, 7653, 2.130431
459, 96, 15531, 7656, 2.129518
458, 96, 15544, 7656, 2.128495
451, 98, 15548, 7667, 2.129200
451, 98, 15557, 7667, 2.128862
451, 98, 15561, 7670, 2.129298
451, 98, 15564, 7674, 2.128781
451, 98, 15569, 7679, 2.128914
452, 98, 15577, 7682, 2.128654
452, 98, 15582, 7685, 2.126328
452, 98, 15586, 7689, 2.125714
452, 98, 15592, 7692, 2.125569
452, 98, 15594, 7697, 2.124488
452, 98, 15597, 7700, 2.124454
452, 98, 15599, 7704, 2.124232
452, 98, 15605, 7704, 2.124199
452, 98, 15611, 7704, 2.124544
452, 98, 15613, 7707, 2.124800
452, 98, 15615, 7712, 2.124855
452, 98, 15618, 7716, 2.124911
452, 98, 15624, 7720, 2.125044
452, 98, 15629, 7725, 2.124234
452, 98, 15633, 7729, 2.123435
452, 98, 15639, 7729, 2.123025
452, 98, 15642, 7733, 2.123458
452, 98, 15650, 7737, 2.123769
452, 98, 15655, 7740, 2.120903
452, 98, 15659, 7744, 2.120297
452, 98, 15663, 7748, 2.120067
452, 98, 15671, 7752, 2.120191
452, 98, 15677, 7757, 2.117606
452, 98, 15688, 7761, 2.116874
452, 98, 15692, 7765, 2.112363
452, 98, 15694, 7769, 2.111776
452, 98, 15696, 7773, 2.111746
452, 98, 15699, 7776, 2.111717
452, 98, 15702, 7780, 2.111589
452, 98, 15704, 7785, 2.111462
452, 98, 15711, 7785, 2.111521
452, 98, 15717, 7785, 2.111862
452, 98, 15719, 7790, 2.112291
452, 98, 15723, 7796, 2.112613
452, 98, 15730, 7796, 2.112115
452, 98, 15733, 7802, 2.112719
452, 98, 15740, 7802, 2.112592
452, 98, 15743, 7808, 2.113196
452, 98, 15745, 7812, 2.112981
452, 98, 15749, 7816, 2.113127
452, 98, 15753, 7820, 2.112717
451, 98, 15759, 7825, 2.112482
451, 98, 15764, 7831, 2.111597
451, 98, 15770, 7836, 2.111082
451, 98, 15772, 7839, 2.109859
451, 98, 15777, 7842, 2.110005
451, 98, 15781, 7848, 2.109405
451, 98, 15787, 7851, 2.109086
451, 98, 15792, 7855, 2.107666
447, 100, 15799, 7859, 2.106981
447, 100, 15804, 7865, 2.105190
447, 100, 15806, 7869, 2.104431
447, 100, 15813, 7873, 2.104838
447, 100, 15817, 7878, 2.103245
447, 100, 15822, 7883, 2.103200
447, 100, 15824, 7887, 2.102444
447, 100, 15829, 7890, 2.102591
447, 100, 15832, 7893, 2.101836
447, 100, 15835, 7897, 2.101714
447, 100, 15841, 7902, 2.101938
447, 100, 15844, 7906, 2.100363
447, 100, 15848, 7910, 2.100328
447, 100, 15855, 7910, 2.100026
447, 100, 15861, 7910, 2.100363
447, 100, 15864, 7920, 2.101304
447, 100, 15870, 7920, 2.101096
447, 100, 15876, 7925, 2.101865
447, 100, 15882, 7925, 2.100750
447, 100, 15884, 7931, 2.101259
447, 100, 15890, 7931, 2.101233
447, 100, 15893, 7935, 2.101655
447, 100, 15897, 7939, 2.101620
447, 100, 15903, 7939, 2.101232
447, 100, 15905, 7943, 2.101568
447, 100, 15908, 7947, 2.101628
447, 100, 15910, 7951, 2.101421
447, 100, 15914, 7955, 2.101567
447, 100, 15916, 7959, 2.100998
447, 100, 15919, 7964, 2.101144
447, 100, 15925, 7967, 2.101195
447, 100, 15931, 7973, 2.100241
447, 100, 15935, 7977, 2.099305
447, 100, 15941, 7977, 2.098739
447, 100, 15947, 7977, 2.099074
447, 100, 15951, 7982, 2.099665
447, 100, 15955, 7985, 2.099186
447, 100, 15957, 7989, 2.098800
447, 100, 15959, 7994, 2.098861
447, 100, 15965, 7994, 2.098835
447, 100, 15970, 8000, 2.099597
447, 100, 15977, 8004, 2.099281
447, 100, 15983, 8009, 2.097888
447, 100, 15989, 8013, 2.096951
447, 100, 15995, 8017, 2.096014
447, 100, 15999, 8022, 2.095173
447, 100, 16001, 8026, 2.094613
447, 100, 16011, 8026, 2.094930
447, 100, 16013, 8029, 2.095177
447, 100, 16019, 8029, 2.095153
447, 100, 16021, 8035, 2.095656
447, 100, 16025, 8040, 2.095887
447, 100, 16031, 8040, 2.095506
447, 100, 16037, 8040, 2.095838
447, 100, 16046, 8040, 2.096426
447, 100, 16054, 8040, 2.096928
452, 98, 16062, 8040, 2.097686
452, 98, 16071, 8040, 2.098273
452, 98, 16080, 8040, 2.098860
452, 98, 16090, 8040, 2.099532
452, 98, 16093, 8044, 2.099949
452, 98, 16100, 8044, 2.099830
452, 98, 16102, 8047, 2.100077
452, 98, 16104, 8056, 2.100476
452, 98, 16108, 8059, 2.100535
452, 98, 16112, 8064, 2.100408
452, 98, 16116, 8068, 2.100195
452, 98, 16122, 8071, 2.099890
452, 98, 16126, 8075, 2.098965
452, 98, 16132, 8081, 2.098915
452, 98, 16138, 8087, 2.097976
452, 98, 16141, 8093, 2.096608
452, 98, 16148, 8093, 2.096490
452, 98, 16156, 8097, 2.097328
452, 98, 16160, 8101, 2.094639
452, 98, 16166, 8107, 2.094768
452, 98, 16173, 8111, 2.093929
452, 98, 16175, 8115, 2.091789
452, 98, 16177, 8120, 2.091850
452, 98, 16183, 8120, 2.091827
452, 98, 16188, 8120, 2.092072
452, 98, 16190, 8126, 2.092569
452, 98, 16197, 8126, 2.092630
452, 98, 16199, 8130, 2.092959
452, 98, 16203, 8134, 2.093103
452, 98, 16208, 8138, 2.092804
452, 98, 16212, 8143, 2.092154
452, 98, 16216, 8149, 2.092115
452, 98, 16223, 8154, 2.092069
452, 98, 16228, 8157, 2.090284
452, 98, 16232, 8163, 2.089721
452, 98, 16236, 8167, 2.089516
452, 98, 16238, 8171, 2.088969
452, 98, 16240, 8176, 2.089030
452, 98, 16244, 8181, 2.089259
452, 98, 16250, 8186, 2.089305
452, 98, 16253, 8189, 2.088061
452, 98, 16256, 8192, 2.087864
452, 98, 16262, 8196, 2.088002
452, 98, 16269, 8201, 2.087435
452, 98, 16273, 8205, 2.085667
452, 98, 16276, 8210, 2.085464
452, 98, 16280, 8214, 2.085436
452, 98, 16285, 8214, 2.084984
452, 98, 16287, 8218, 2.085310
452, 98, 16291, 8222, 2.085455
452, 98, 16293, 8226, 2.084914
452, 98, 16297, 8230, 2.085059
452, 98, 16304, 8234, 2.085106
452, 98, 16311, 8237, 2.083686
452, 98, 16315, 8242, 2.081841
452, 98, 16317, 8247, 2.081386
452, 98, 16321, 8253, 2.081697
452, 98, 16326, 8258, 2.081663
452, 98, 16330, 8261, 2.081036
452, 98, 16334, 8267, 2.081003
452, 98, 16340, 8271, 2.080797
452, 98, 16349, 8271, 2.079650
452, 98, 16352, 8275, 2.080056
452, 98, 16355, 8278, 2.079865
452, 98, 16360, 8281, 2.079838
452, 98, 16365, 8287, 2.079373
452, 98, 16369, 8292, 2.078915
452, 98, 16374, 8297, 2.078882
452, 98, 16376, 8300, 2.078095
452, 98, 16379, 8305, 2.078241
452, 98, 16382, 8309, 2.078133
452, 98, 16387, 8312, 2.078107
452, 98, 16392, 8316, 2.077480
452, 98, 16399, 8316, 2.076860
452, 98, 16405, 8316, 2.077182
452, 98, 16412, 8316, 2.077587
452, 98, 16416, 8320, 2.078074
452, 98, 16418, 8325, 2.077795
452, 98, 16424, 8325, 2.077776
452, 98, 16427, 8328, 2.078098
452, 98, 16432, 8333, 2.078237
452, 98, 16437, 8336, 2.077699
452, 98, 16443, 8336, 2.076999
452, 98, 16445, 8341, 2.077402
452, 98, 16449, 8346, 2.077629
452, 98, 16455, 8346, 2.077270
452, 98, 16459, 8351, 2.077837
452, 98, 16467, 8351, 2.077641
452, 98, 16473, 8357, 2.078454
452, 98, 16479, 8357, 2.077414
452, 98, 16481, 8361, 2.077735
452, 98, 16487, 8361, 2.077716
452, 98, 16489, 8365, 2.078037
452, 98, 16492, 8369, 2.078099
452, 98, 16496, 8373, 2.078074
452, 98, 16502, 8378, 2.078124
452, 98, 16509, 8378, 2.076659
452, 98, 16513, 8382, 2.077143
452, 98, 16515, 8386, 2.076785
452, 98, 16517, 8390, 2.076766
452, 98, 16522, 8393, 2.076911
452, 98, 16526, 8399, 2.076371
452, 98, 16533, 8404, 2.076503
452, 98, 16535, 8408, 2.074794
452, 98, 16538, 8412, 2.074858
452, 98, 16541, 8415, 2.074671
452, 98, 16543, 8419, 2.074484
452, 98, 16546, 8423, 2.074547
452, 98, 16549, 8427, 2.074441
452, 98, 16553, 8430, 2.074336
452, 98, 16557, 8435, 2.074056
452, 98, 16560, 8441, 2.073945
452, 98, 16564, 8447, 2.074083
452, 98, 16570, 8450, 2.073972
452, 98, 16576, 8456, 2.072928
452, 98, 16579, 8461, 2.071897
452, 98, 16583, 8465, 2.071874
452, 98, 16587, 8471, 2.071845
452, 98, 16592, 8474, 2.071486
452, 98, 16597, 8478, 2.070874
452, 98, 16605, 8482, 2.070673
452, 98, 16607, 8486, 2.068317
452, 98, 16610, 8492, 2.068543
452, 98, 16616, 8492, 2.068360
452, 98, 16621, 8496, 2.068918
452, 98, 16623, 8499, 2.068154
452, 98, 16626, 8503, 2.068218
452, 98, 16630, 8506, 2.068116
452, 98, 16635, 8509, 2.067928
452, 98, 16639, 8512, 2.067326
452, 98, 16643, 8516, 2.066972
452, 98, 16648, 8520, 2.066699
452, 98, 16655, 8526, 2.066415
452, 98, 16659, 8535, 2.065137
452, 98, 16661, 8539, 2.064790
452, 98, 16666, 8545, 2.065176
452, 98, 16670, 8549, 2.064493
452, 98, 16676, 8555, 2.064627
452, 98, 16684, 8558, 2.063855
452, 98, 16688, 8561, 2.061446
452, 98, 16694, 8565, 2.061257
452, 98, 16698, 8568, 2.060335
452, 98, 16701, 8572, 2.060072
452, 98, 16707, 8572, 2.059893
452, 98, 16709, 8576, 2.060207
452, 98, 16715, 8576, 2.060193
452, 98, 16723, 8576, 2.060666
452, 98, 16725, 8580, 2.060980
452, 98, 16731, 8583, 2.061205
452, 98, 16734, 8586, 2.060205
452, 98, 16737, 8590, 2.060107
452, 98, 16740, 8594, 2.060008
446, 100, 16750, 8598, 2.060148
446, 100, 16755, 8602, 2.056773
450, 100, 16760, 8614, 2.057297
457, 98, 16763, 8619, 2.057023
457, 98, 16765, 8623, 2.056846
457, 98, 16768, 8628, 2.056991
457, 98, 16775, 8632, 2.057211
457, 98, 16779, 8635, 2.055485
461, 98, 16781, 8646, 2.056017
461, 98, 16784, 8649, 2.056004
461, 98, 16792, 8649, 2.055986
461, 98, 16794, 8653, 2.056298
461, 98, 16802, 8658, 2.056838
461, 98, 16806, 8662, 2.054547
461, 98, 16810, 8666, 2.054368
461, 98, 16814, 8671, 2.054105
461, 98, 16821, 8671, 2.053685
461, 98, 16824, 8677, 2.054233
461, 98, 16829, 8681, 2.054295
461, 98, 16831, 8686, 2.053713
461, 98, 16838, 8690, 2.054094
461, 98, 16841, 8693, 2.052466
461, 98, 16847, 8698, 2.052685
461, 98, 16852, 8704, 2.052098
461, 98, 16856, 8708, 2.051437
461, 98, 16858, 8711, 2.051024
465, 96, 16864, 8711, 2.051169
465, 96, 16866, 8715, 2.051479
465, 96, 16869, 8718, 2.051467
465, 96, 16872, 8723, 2.051451
465, 96, 16876, 8726, 2.051356
465, 96, 16880, 8730, 2.051180
465, 96, 16886, 8730, 2.050846
465, 96, 16891, 8730, 2.051077
465, 96, 16893, 8735, 2.051465
465, 96, 16898, 8740, 2.051766
465, 96, 16900, 8743, 2.050873
465, 96, 16904, 8747, 2.051017
465, 96, 16908, 8750, 2.050602
465, 96, 16913, 8755, 2.050582
465, 96, 16919, 8758, 2.050004
465, 96, 16925, 8763, 2.049262
465, 96, 16932, 8763, 2.048210
465, 96, 16934, 8766, 2.048440
465, 96, 16941, 8771, 2.048897
465, 96, 16943, 8775, 2.047129
465, 96, 16949, 8775, 2.047118
465, 96, 16951, 8780, 2.047504
465, 96, 16953, 8784, 2.047493
465, 96, 16958, 8790, 2.047871
465, 96, 16962, 8794, 2.047219
465, 96, 16968, 8794, 2.046730
465, 96, 16971, 8797, 2.047038
465, 96, 16976, 8801, 2.047101
465, 96, 16978, 8806, 2.046532
465, 96, 16984, 8806, 2.046521
465, 96, 16986, 8811, 2.046905
465, 96, 16988, 8815, 2.046894
465, 96, 16992, 8818, 2.046961
465, 96, 16994, 8822, 2.046474
465, 96, 16999, 8827, 2.046773
465, 96, 17004, 8830, 2.046283
465, 96, 17013, 8830, 2.045712
465, 96, 17023, 8830, 2.046328
465, 96, 17032, 8830, 2.046867
465, 96, 17041, 8830, 2.047405
465, 96, 17050, 8830, 2.047944
465, 96, 17059, 8830, 2.048482
465, 96, 17067, 8830, 2.048943
465, 96, 17076, 8830, 2.049481
465, 96, 17084, 8830, 2.049942
465, 96, 17090, 8830, 2.050248
465, 96, 17098, 8830, 2.050708
472, 92, 17106, 8830, 2.051401
472, 92, 17112, 8830, 2.051707
472, 92, 17122, 8830, 2.052322
472, 92, 17130, 8830, 2.052782
472, 92, 17139, 8830, 2.053320
472, 92, 17148, 8830, 2.053857
472, 92, 17156, 8830, 2.054318
472, 92, 17164, 8830, 2.054778
469, 94, 17174, 8830, 2.055315
466, 94, 17181, 8830, 2.055465
466, 94, 17189, 8830, 2.055925
466, 94, 17193, 8835, 2.056462
466, 94, 17196, 8840, 2.056286
466, 94, 17200, 8844, 2.056268
466, 94, 17204, 8854, 2.056556
466, 94, 17210, 8854, 2.056066
466, 94, 17214, 8857, 2.056448
466, 94, 17219, 8861, 2.056349
466, 94, 17221, 8865, 2.055701
466, 94, 17225, 8870, 2.055920
466, 94, 17228, 8874, 2.055667
466, 94, 17231, 8878, 2.055573
466, 94, 17235, 8882, 2.055556
466, 94, 17241, 8886, 2.055534
466, 94, 17249, 8886, 2.054410
466, 94, 17255, 8886, 2.054713
466, 94, 17263, 8886, 2.055171
466, 94, 17271, 8886, 2.055628
466, 94, 17277, 8890, 2.056239
466, 94, 17283, 8890, 2.055278
466, 94, 17286, 8894, 2.055658
466, 94, 17291, 8898, 2.055718
466, 94, 17297, 8898, 2.055073
466, 94, 17304, 8898, 2.055453
466, 94, 17311, 8898, 2.055833
466, 94, 17314, 8902, 2.056213
466, 94, 17316, 8907, 2.056119
466, 94, 17319, 8911, 2.056182
466, 94, 17328, 8911, 2.056242
466, 94, 17334, 8911, 2.056544
466, 94, 17341, 8911, 2.056924
466, 94, 17350, 8911, 2.057456
466, 94, 17356, 8911, 2.057759
466, 94, 17362, 8911, 2.058061
466, 94, 17371, 8911, 2.058593
466, 94, 17377, 8911, 2.058896
466, 94, 17382, 8915, 2.059428
466, 94, 17386, 8918, 2.058860
466, 94, 17391, 8923, 2.058837
466, 94, 17398, 8928, 2.058652
466, 94, 17405, 8931, 2.057213
466, 94, 17408, 8935, 2.055547
466, 94, 17412, 8938, 2.055454
466, 94, 17414, 8942, 2.055127
466, 94, 17420, 8947, 2.055496
466, 94, 17424, 8951, 2.054695
466, 94, 17428, 8956, 2.054441
466, 94, 17432, 8959, 2.054036
466, 94, 17437, 8963, 2.053782
466, 94, 17439, 8968, 2.053221
466, 94, 17443, 8973, 2.053437
466, 94, 17447, 8977, 2.053264
466, 94, 17450, 8982, 2.053092
466, 94, 17454, 8987, 2.053152
466, 94, 17458, 8992, 2.052900
466, 94, 17465, 8996, 2.052955
466, 94, 17467, 9001, 2.050994
466, 94, 17472, 9005, 2.051210
468, 94, 17481, 9005, 2.050800
468, 94, 17483, 9009, 2.051099
468, 94, 17492, 9009, 2.051315
468, 94, 17498, 9009, 2.051614
468, 94, 17509, 9009, 2.052293
468, 94, 17516, 9009, 2.052667
468, 94, 17524, 9009, 2.053118
468, 94, 17532, 9009, 2.053569
468, 94, 17540, 9009, 2.054019
468, 94, 17542, 9013, 2.054318
468, 94, 17551, 9013, 2.054533
468, 94, 17559, 9013, 2.054983
468, 94, 17569, 9013, 2.055585
468, 94, 17571, 9017, 2.055884
468, 94, 17579, 9017, 2.056022
466, 94, 17584, 9017, 2.056094
466, 94, 17593, 9017, 2.056619
466, 94, 17600, 9017, 2.056994
469, 94, 17608, 9017, 2.057670
469, 94, 17616, 9017, 2.058120
469, 94, 17621, 9017, 2.058343
469, 94, 17630, 9017, 2.058868
469, 94, 17640, 9017, 2.059469
469, 94, 17649, 9017, 2.059994
469, 94, 17657, 9017, 2.060443
469, 94, 17662, 9017, 2.060666
469, 94, 17671, 9017, 2.061191
472, 92, 17679, 9017, 2.061715
472, 92, 17689, 9017, 2.062316
472, 92, 17698, 9017, 2.062840
472, 92, 17703, 9017, 2.063062
472, 92, 17712, 9017, 2.063587
472, 92, 17720, 9017, 2.064036
472, 92, 17729, 9017, 2.064560
472, 92, 17737, 9017, 2.065009
472, 92, 17745, 9017, 2.065457
472, 92, 17753, 9017, 2.065906
472, 92, 17761, 9017, 2.066354
472, 92, 17768, 9017, 2.066727
472, 92, 17776, 9017, 2.067175
472, 92, 17785, 9017, 2.067699
472, 92, 17794, 9017, 2.068223
472, 92, 17796, 9021, 2.068520
472, 92, 17800, 9031, 2.069109
472, 92, 17804, 9036, 2.069007
472, 92, 17807, 9040, 2.068755
474, 90, 17810, 9049, 2.069036
474, 90, 17813, 9052, 2.068864
474, 90, 17818, 9055, 2.068843
474, 90, 17822, 9060, 2.068430
474, 90, 17825, 9064, 2.068178
474, 90, 17831, 9069, 2.068384
474, 90, 17838, 9069, 2.067510
474, 90, 17841, 9072, 2.067806
474, 90, 17845, 9075, 2.067710
467, 88, 17851, 9075, 2.066551
474, 90, 17853, 9080, 2.067599
467, 88, 17857, 9083, 2.066982
467, 88, 17863, 9088, 2.067032
467, 88, 17870, 9093, 2.066381
467, 88, 17873, 9097, 2.064736
467, 88, 17877, 9100, 2.064487
467, 88, 17881, 9104, 2.064158
467, 88, 17886, 9109, 2.063980
467, 88, 17891, 9113, 2.063572
467, 88, 17894, 9119, 2.063010
467, 88, 17897, 9124, 2.063145
467, 88, 17900, 9129, 2.062972
467, 88, 17903, 9134, 2.062799
467, 88, 17906, 9138, 2.062551
467, 88, 17913, 9142, 2.062603
467, 88, 17919, 9146, 2.061194
467, 88, 17924, 9149, 2.059946
476, 95, 17937, 9149, 2.061033
481, 95, 17950, 9149, 2.062221
495, 105, 17963, 9149, 2.064824
495, 105, 17968, 9152, 2.065266
495, 105, 17973, 9155, 2.064631
495, 105, 17980, 9159, 2.064374
495, 105, 17983, 9164, 2.062974
495, 105, 17986, 9169, 2.062955
495, 105, 17989, 9172, 2.062941
495, 105, 17996, 9172, 2.063001
495, 105, 18005, 9172, 2.063517
495, 105, 18014, 9172, 2.064032
495, 105, 18022, 9172, 2.064473
495, 105, 18029, 9172, 2.064840
495, 105, 18038, 9172, 2.065355
495, 105, 18045, 9172, 2.065721
495, 105, 18052, 9172, 2.066087
488, 107, 18061, 9172, 2.066231
488, 107, 18066, 9172, 2.066449
488, 107, 18073, 9172, 2.066815
488, 107, 18081, 9172, 2.067256
491, 102, 18091, 9172, 2.067696
491, 102, 18099, 9172, 2.068136
491, 102, 18106, 9172, 2.068502
491, 102, 18114, 9172, 2.068942
491, 102, 18123, 9172, 2.069457
491, 102, 18126, 9177, 2.069897
491, 102, 18129, 9181, 2.069955
491, 102, 18132, 9185, 2.070014
491, 102, 18140, 9185, 2.070147
491, 102, 18146, 9185, 2.070438
491, 102, 18149, 9190, 2.070878
491, 102, 18155, 9190, 2.070862
491, 102, 18162, 9190, 2.071227
491, 102, 18165, 9194, 2.071593
491, 102, 18168, 9197, 2.071423
504, 104, 18170, 9200, 2.072444
504, 104, 18173, 9203, 2.072428
504, 104, 18180, 9203, 2.072333
504, 104, 18182, 9209, 2.072772
504, 104, 18185, 9217, 2.073126
504, 104, 18189, 9221, 2.073104
504, 104, 18195, 9221, 2.072781
504, 104, 18197, 9226, 2.073145
504, 104, 18199, 9230, 2.073129
504, 104, 18203, 9233, 2.073187
504, 104, 18207, 9237, 2.073012
504, 104, 18209, 9240, 2.072463
504, 104, 18212, 9245, 2.072594
504, 104, 18215, 9248, 2.072425
504, 104, 18220, 9257, 2.072847
504, 104, 18225, 9261, 2.072440
504, 104, 18229, 9266, 2.072034
504, 104, 18231, 9270, 2.071713
504, 104, 18238, 9270, 2.071771
504, 104, 18245, 9270, 2.072134
504, 104, 18249, 9274, 2.072571
504, 104, 18255, 9279, 2.072465
504, 104, 18261, 9285, 2.071823
491, 102, 18265, 9289, 2.069785
491, 102, 18268, 9293, 2.069538
491, 102, 18276, 9298, 2.069885
491, 102, 18281, 9303, 2.068037
491, 102, 18287, 9303, 2.067415
491, 102, 18290, 9308, 2.067850
491, 102, 18293, 9312, 2.067757
491, 102, 18296, 9316, 2.067512
491, 102, 18299, 9321, 2.067341
489, 102, 18302, 9330, 2.067316
489, 102, 18305, 9334, 2.067223
489, 102, 18308, 9338, 2.067130
489, 102, 18312, 9342, 2.067262
489, 102, 18315, 9345, 2.066793
489, 102, 18318, 9350, 2.066623
489, 102, 18321, 9353, 2.066457
489, 102, 18325, 9361, 2.066579
489, 102, 18328, 9365, 2.066185
489, 102, 18331, 9369, 2.065941
489, 102, 18337, 9374, 2.066292
489, 102, 18340, 9379, 2.065368
489, 102, 18343, 9382, 2.065053
489, 102, 18348, 9390, 2.065549
489, 102, 18351, 9393, 2.064932
489, 102, 18362, 9393, 2.065132
489, 102, 18373, 9393, 2.065783
492, 102, 18386, 9393, 2.066798
492, 102, 18392, 9393, 2.067084
492, 102, 18395, 9397, 2.067444
492, 102, 18398, 9401, 2.067502
492, 102, 18404, 9409, 2.067919
492, 102, 18407, 9413, 2.067074
493, 102, 18418, 9413, 2.067496
493, 102, 18428, 9413, 2.068073
505, 102, 18441, 9413, 2.069740
505, 102, 18446, 9418, 2.070317
505, 102, 18451, 9426, 2.070209
505, 102, 18454, 9430, 2.069664
505, 102, 18459, 9433, 2.069794
505, 102, 18469, 9433, 2.069469
505, 102, 18479, 9433, 2.070044
508, 102, 18492, 9433, 2.071055
501, 104, 18498, 9441, 2.071558
501, 104, 18504, 9446, 2.071004
501, 104, 18507, 9449, 2.069788
501, 104, 18514, 9449, 2.069695
501, 104, 18517, 9452, 2.069980
501, 104, 18524, 9452, 2.069887
501, 104, 18527, 9457, 2.070316
501, 104, 18530, 9461, 2.070074
501, 104, 18536, 9461, 2.070059
501, 104, 18542, 9461, 2.070343
501, 104, 18545, 9466, 2.070772
501, 104, 18549, 9471, 2.070974
501, 104, 18554, 9476, 2.070798
501, 104, 18559, 9481, 2.070324
501, 104, 18563, 9485, 2.069705
501, 104, 18566, 9489, 2.069314
501, 104, 18569, 9494, 2.069294
501, 104, 18572, 9498, 2.069351
501, 104, 18578, 9498, 2.069187
501, 104, 18582, 9502, 2.069615
501, 104, 18585, 9505, 2.069152
501, 104, 18590, 9508, 2.069132
501, 104, 18593, 9512, 2.068593
501, 104, 18598, 9517, 2.068866
501, 104, 18601, 9525, 2.068615
501, 104, 18606, 9529, 2.068817
501, 104, 18612, 9533, 2.068494
501, 104, 18616, 9538, 2.067654
501, 104, 18622, 9538, 2.067194
501, 104, 18627, 9543, 2.067764
501, 104, 18633, 9543, 2.067155
508, 102, 18636, 9547, 2.067868
508, 102, 18642, 9550, 2.067772
510, 102, 18645, 9557, 2.067001
510, 102, 18648, 9562, 2.066834
510, 102, 18651, 9566, 2.066595
510, 102, 18657, 9571, 2.066643
510, 102, 18660, 9575, 2.065664
518, 98, 18664, 9579, 2.066080
518, 98, 18667, 9583, 2.065546
518, 98, 18673, 9588, 2.065741
518, 98, 18676, 9593, 2.064689
518, 98, 18682, 9598, 2.064737
518, 98, 18687, 9605, 2.064267
518, 98, 18693, 9609, 2.063802
518, 98, 18696, 9614, 2.062607
518, 98, 18699, 9618, 2.062665
518, 98, 18704, 9621, 2.062500
518, 98, 18708, 9626, 2.061966
518, 98, 18715, 9631, 2.061793
518, 98, 18721, 9635, 2.060158
518, 98, 18729, 9640, 2.059764
518, 98, 18737, 9640, 2.057847
518, 98, 18744, 9640, 2.058197
518, 98, 18747, 9644, 2.058548
518, 98, 18754, 9649, 2.058669
518, 98, 18757, 9653, 2.057268
518, 98, 18760, 9656, 2.057110
524, 101, 18771, 9661, 2.058153
524, 101, 18775, 9665, 2.054209
524, 101, 18778, 9670, 2.053903
524, 101, 18782, 9674, 2.053888
524, 101, 18785, 9677, 2.053442
524, 101, 18788, 9682, 2.053282
524, 101, 18791, 9689, 2.053408
524, 101, 18794, 9694, 2.053393
524, 101, 18798, 9697, 2.053452
524, 101, 18801, 9701, 2.052932
524, 101, 18807, 9701, 2.052921
524, 101, 18810, 9705, 2.053269
524, 101, 18814, 9709, 2.053399
524, 101, 18820, 9712, 2.053165
524, 101, 18823, 9717, 2.052428
524, 101, 18827, 9720, 2.052198
524, 101, 18830, 9724, 2.051680
524, 101, 18833, 9729, 2.051666
524, 101, 18839, 9729, 2.051511
524, 101, 18842, 9733, 2.051859
524, 101, 18847, 9736, 2.051988
524, 101, 18851, 9742, 2.051538
524, 101, 18858, 9746, 2.051302
524, 101, 18862, 9750, 2.049849
524, 101, 18865, 9755, 2.049404
524, 101, 18868, 9758, 2.049250
524, 101, 18871, 9763, 2.049093
524, 101, 18874, 9767, 2.049009
524, 101, 18877, 9772, 2.049139
524, 101, 18880, 9776, 2.049055
524, 101, 18883, 9779, 2.049045
524, 101, 18888, 9784, 2.049171
524, 101, 18891, 9788, 2.048515
524, 101, 18895, 9792, 2.048358
524, 101, 18898, 9797, 2.048058
524, 101, 18901, 9800, 2.047762
524, 101, 18907, 9804, 2.047745
524, 101, 18915, 9804, 2.047018
524, 101, 18918, 9808, 2.047363
524, 101, 18922, 9813, 2.047563
524, 101, 18929, 9818, 2.047400
524, 101, 18933, 9823, 2.046173
524, 101, 18936, 9827, 2.045663
524, 101, 18944, 9827, 2.045651
524, 101, 18947, 9831, 2.045995
524, 101, 18951, 9834, 2.045913
524, 101, 18955, 9839, 2.045543
524, 101, 18959, 9842, 2.045034
524, 101, 18962, 9845, 2.044599
524, 101, 18965, 9849, 2.044517
524, 101, 18968, 9852, 2.044366
524, 101, 18973, 9856, 2.044565
524, 101, 18976, 9860, 2.043916
524, 101, 18979, 9864, 2.043834
524, 101, 18982, 9869, 2.043680
524, 101, 18985, 9874, 2.043526
524, 101, 18988, 9881, 2.043653
524, 101, 18993, 9886, 2.043638
515, 100, 19003, 9889, 2.042714
515, 100, 19014, 9889, 2.040227
515, 100, 19018, 9894, 2.040708
515, 100, 19021, 9898, 2.040204
515, 100, 19024, 9902, 2.040124
515, 100, 19028, 9906, 2.040254
515, 100, 19033, 9909, 2.039961
515, 100, 19036, 9912, 2.039249
515, 100, 19039, 9915, 2.039101
515, 100, 19042, 9919, 2.039162
515, 100, 19048, 9925, 2.039427
515, 100, 19051, 9929, 2.038644
515, 100, 19057, 9933, 2.038631
515, 100, 19063, 9937, 2.037776
515, 100, 19066, 9941, 2.036856
515, 100, 19069, 9946, 2.036706
515, 100, 19072, 9950, 2.036767
515, 100, 19075, 9955, 2.036617
515, 100, 19079, 9960, 2.036536
515, 100, 19082, 9964, 2.036038
515, 100, 19091, 9968, 2.036231
515, 100, 19094, 9972, 2.033084
515, 100, 19097, 9976, 2.032868
515, 100, 19100, 9981, 2.032998
515, 100, 19103, 9985, 2.032781
515, 100, 19109, 9989, 2.032770
515, 100, 19113, 9994, 2.032135
515, 100, 19117, 9998, 2.031709
515, 100, 19120, 10003, 2.031284
515, 100, 19123, 10007, 2.031069
