bytes, codes, ebits, ll_aht, d_aht, ratio
117374, 435, 141, 412717, 34639, 3.816280
117378, 435, 141, 412722, 34641, 3.816209
117379, 435, 141, 412732, 34641, 3.816262
117380, 435, 141, 412740, 34641, 3.816297
117453, 435, 141, 412750, 34645, 3.814045
117456, 435, 141, 412753, 34647, 3.813990
117504, 435, 141, 412764, 34649, 3.812543
117505, 435, 141, 412771, 34649, 3.812570
117506, 435, 141, 412780, 34649, 3.812614
117507, 435, 141, 412789, 34649, 3.812658
117508, 435, 141, 412796, 34649, 3.812685
117509, 435, 141, 412805, 34649, 3.812729
117513, 435, 141, 412810, 34651, 3.812659
117514, 435, 141, 412817, 34651, 3.812686
117515, 435, 141, 412825, 34651, 3.812722
117516, 435, 141, 412834, 34651, 3.812766
117517, 435, 141, 412842, 34651, 3.812802
117518, 435, 141, 412851, 34651, 3.812846
117522, 435, 141, 412856, 34653, 3.812775
117523, 435, 141, 412864, 34653, 3.812811
117524, 435, 141, 412872, 34653, 3.812847
117531, 435, 141, 412880, 34655, 3.812705
117532, 435, 141, 412888, 34655, 3.812740
117533, 435, 141, 412896, 34655, 3.812776
117534, 435, 141, 412904, 34655, 3.812812
117535, 435, 141, 412912, 34655, 3.812847
117536, 435, 141, 412921, 34655, 3.812891
117537, 435, 141, 412929, 34655, 3.812927
117538, 435, 141, 412937, 34655, 3.812963
117539, 435, 141, 412945, 34655, 3.812998
117543, 435, 141, 412950, 34657, 3.812928
117544, 435, 141, 412959, 34657, 3.812972
117545, 435, 141, 412967, 34657, 3.813008
117546, 435, 141, 412975, 34657, 3.813043
117549, 435, 141, 412978, 34659, 3.812989
117550, 435, 141, 412987, 34659, 3.813033
117551, 435, 141, 412995, 34659, 3.813068
117555, 435, 141, 413000, 34661, 3.812998
117556, 435, 141, 413009, 34661, 3.813042
117557, 435, 141, 413017, 34661, 3.813078
117561, 435, 141, 413022, 34663, 3.813008
117562, 435, 141, 413031, 34663, 3.813052
117567, 435, 141, 413038, 34667, 3.812983
117570, 435, 141, 413041, 34669, 3.812928
117571, 435, 141, 413050, 34669, 3.812973
117572, 435, 141, 413058, 34669, 3.813008
117576, 435, 141, 413063, 34671, 3.812938
117577, 435, 141, 413072, 34671, 3.812982
117578, 435, 141, 413080, 34671, 3.813018
117579, 435, 141, 413088, 34671, 3.813053
117580, 435, 141, 413097, 34671, 3.813097
117581, 435, 141, 413105, 34671, 3.813133
117584, 435, 141, 413108, 34673, 3.813078
117585, 435, 141, 413116, 34673, 3.813114
117588, 435, 141, 413119, 34677, 3.813076
117589, 435, 141, 413128, 34677, 3.813120
117590, 435, 141, 413136, 34677, 3.813156
117591, 435, 141, 413144, 34677, 3.813191
117592, 435, 141, 413153, 34677, 3.813236
117593, 435, 141, 413161, 34677, 3.813271
117594, 435, 141, 413169, 34677, 3.813307
117595, 435, 141, 413178, 34677, 3.813351
117596, 435, 141, 413186, 34677, 3.813387
117597, 435, 141, 413194, 34677, 3.813422
117598, 435, 141, 413203, 34677, 3.813466
117599, 435, 141, 413211, 34677, 3.813502
117600, 435, 141, 413219, 34677, 3.813537
117601, 435, 141, 413228, 34677, 3.813582
117602, 435, 141, 413236, 34677, 3.813617
117603, 435, 141, 413244, 34677, 3.813653
117604, 435, 141, 413252, 34677, 3.813688
117605, 435, 141, 413260, 34677, 3.813724
117606, 435, 141, 413268, 34677, 3.813760
117607, 435, 141, 413277, 34677, 3.813804
117608, 435, 141, 413285, 34677, 3.813839
117609, 435, 141, 413293, 34677, 3.813875
117610, 435, 141, 413301, 34677, 3.813910
117611, 435, 141, 413309, 34677, 3.813946
117612, 435, 141, 413317, 34677, 3.813982
117613, 435, 141, 413325, 34677, 3.814017
117614, 435, 141, 413333, 34677, 3.814053
117615, 435, 141, 413341, 34677, 3.814088
117618, 435, 141, 413344, 34681, 3.814051
117621, 435, 141, 413347, 34685, 3.814013
117624, 435, 141, 413350, 34689, 3.813975
117625, 435, 141, 413358, 34689, 3.814011
117626, 435, 141, 413366, 34689, 3.814046
117627, 435, 141, 413374, 34689, 3.814082
117628, 435, 141, 413382, 34689, 3.814117
117629, 435, 141, 413390, 34689, 3.814153
117630, 435, 141, 413398, 34689, 3.814189
117631, 435, 141, 413406, 34689, 3.814224
117632, 435, 141, 413414, 34689, 3.814260
117633, 435, 141, 413422, 34689, 3.814295
117634, 435, 141, 413430, 34689, 3.814331
117635, 435, 141, 413438, 34689, 3.814366
117636, 435, 141, 413446, 34689, 3.814402
117637, 435, 141, 413454, 34689, 3.814438
117638, 435, 141, 413462, 34689, 3.814473
117639, 435, 141, 413470, 34689, 3.814509
117640, 435, 141, 413478, 34689, 3.814544
117641, 435, 141, 413486, 34689, 3.814580
117642, 435, 141, 413494, 34689, 3.814616
117643, 435, 141, 413502, 34689, 3.814651
117644, 435, 141, 413510, 34689, 3.814687
117645, 435, 141, 413518, 34689, 3.814722
117646, 435, 141, 413526, 34689, 3.814758
117647, 435, 141, 413534, 34689, 3.814793
117648, 435, 141, 413542, 34689, 3.814829
117649, 435, 141, 413550, 34689, 3.814865
117650, 435, 141, 413558, 34689, 3.814900
117651, 435, 141, 413566, 34689, 3.814936
117657, 435, 141, 413572, 34691, 3.814809
117658, 435, 141, 413580, 34691, 3.814845
117659, 435, 141, 413588, 34691, 3.814880
117660, 435, 141, 413596, 34691, 3.814916
117663, 435, 141, 413599, 34695, 3.814878
117664, 435, 141, 413608, 34695, 3.814922
117665, 435, 141, 413617, 34695, 3.814966
117666, 435, 141, 413625, 34695, 3.815002
117669, 435, 141, 413628, 34699, 3.814964
117672, 435, 141, 413631, 34703, 3.814926
117792, 435, 141, 413642, 34705, 3.811150
117796, 435, 141, 413647, 34709, 3.811097
117797, 435, 141, 413655, 34709, 3.811133
117798, 435, 141, 413663, 34709, 3.811168
117799, 435, 141, 413671, 34709, 3.811204
117800, 435, 141, 413679, 34709, 3.811239
117801, 433, 141, 413687, 34709, 3.811258
117802, 433, 141, 413695, 34709, 3.811294
117803, 433, 141, 413703, 34709, 3.811329
117804, 433, 141, 413712, 34709, 3.811373
117807, 433, 141, 413715, 34713, 3.811335
117808, 433, 141, 413724, 34713, 3.811380
117809, 433, 141, 413733, 34713, 3.811424
117810, 433, 141, 413742, 34713, 3.811468
117811, 433, 141, 413750, 34713, 3.811503
117812, 433, 141, 413759, 34713, 3.811547
117813, 433, 141, 413766, 34713, 3.811574
117816, 433, 141, 413769, 34717, 3.811537
117817, 433, 141, 413777, 34717, 3.811572
117818, 433, 141, 413785, 34717, 3.811608
117819, 433, 141, 413792, 34717, 3.811635
117822, 433, 141, 413795, 34721, 3.811597
117823, 433, 141, 413803, 34721, 3.811633
117824, 433, 141, 413811, 34721, 3.811668
117825, 433, 141, 413818, 34721, 3.811695
117826, 433, 141, 413827, 34721, 3.811739
117827, 433, 141, 413835, 34721, 3.811775
117828, 433, 141, 413843, 34721, 3.811810
117829, 433, 141, 413851, 34721, 3.811846
117830, 433, 141, 413859, 34721, 3.811882
117831, 433, 141, 413867, 34721, 3.811917
117832, 433, 141, 413875, 34721, 3.811953
117833, 433, 141, 413883, 34721, 3.811988
117834, 433, 141, 413892, 34721, 3.812032
117835, 433, 141, 413900, 34721, 3.812068
117836, 433, 141, 413908, 34721, 3.812103
117837, 433, 141, 413917, 34721, 3.812147
117838, 433, 141, 413925, 34721, 3.812183
117839, 433, 141, 413933, 34721, 3.812218
117840, 433, 141, 413942, 34721, 3.812262
117841, 433, 141, 413950, 34721, 3.812298
117842, 433, 141, 413959, 34721, 3.812342
117843, 433, 141, 413968, 34721, 3.812386
117844, 433, 141, 413976, 34721, 3.812422
117845, 433, 141, 413985, 34721, 3.812466
117846, 433, 141, 413995, 34721, 3.812518
117847, 433, 141, 414003, 34721, 3.812554
117848, 433, 141, 414012, 34721, 3.812598
117849, 433, 141, 414023, 34721, 3.812659
117850, 433, 141, 414031, 34721, 3.812694
117851, 433, 141, 414040, 34721, 3.812738
117852, 433, 141, 414051, 34721, 3.812799
117853, 433, 141, 414059, 34721, 3.812835
117854, 433, 141, 414068, 34721, 3.812879
117855, 433, 141, 414078, 34721, 3.812931
117856, 433, 141, 414086, 34721, 3.812967
117857, 433, 141, 414095, 34721, 3.813011
117858, 433, 141, 414104, 34721, 3.813055
117859, 433, 141, 414112, 34721, 3.813090
117860, 433, 141, 414121, 34721, 3.813134
117861, 433, 141, 414129, 34721, 3.813170
117862, 433, 141, 414137, 34721, 3.813205
117863, 433, 141, 414146, 34721, 3.813249
117864, 433, 141, 414153, 34721, 3.813276
117865, 433, 141, 414161, 34721, 3.813312
117866, 433, 141, 414170, 34721, 3.813356
117867, 433, 141, 414177, 34721, 3.813383
117868, 433, 141, 414185, 34721, 3.813418
117869, 433, 141, 414194, 34721, 3.813462
117870, 433, 141, 414201, 34721, 3.813489
117871, 433, 141, 414209, 34721, 3.813525
117872, 433, 141, 414218, 34721, 3.813569
117873, 433, 141, 414225, 34721, 3.813596
117874, 433, 141, 414233, 34721, 3.813632
117875, 433, 141, 414242, 34721, 3.813676
117876, 433, 141, 414249, 34721, 3.813703
117877, 433, 141, 414257, 34721, 3.813738
117878, 433, 141, 414266, 34721, 3.813782
117879, 433, 141, 414273, 34721, 3.813809
117880, 433, 141, 414281, 34721, 3.813845
117881, 433, 141, 414290, 34721, 3.813889
117882, 433, 141, 414298, 34721, 3.813924
117883, 433, 141, 414307, 34721, 3.813968
117884, 433, 141, 414314, 34721, 3.813995
117885, 433, 141, 414323, 34721, 3.814039
117886, 433, 141, 414331, 34721, 3.814075
117887, 433, 141, 414339, 34721, 3.814110
117888, 433, 141, 414347, 34721, 3.814146
117894, 433, 141, 414353, 34723, 3.814019
117895, 433, 141, 414361, 34723, 3.814055
117896, 433, 141, 414369, 34723, 3.814090
117897, 433, 141, 414376, 34723, 3.814117
117900, 433, 141, 414379, 34727, 3.814080
117903, 433, 141, 414382, 34729, 3.814025
117904, 433, 141, 414389, 34729, 3.814052
117908, 433, 141, 414394, 34733, 3.813999
117909, 433, 141, 414401, 34733, 3.814026
117912, 433, 141, 414404, 34737, 3.813988
117942, 433, 141, 414413, 34739, 3.813112
117947, 433, 141, 414420, 34747, 3.813077
117953, 433, 141, 414426, 34751, 3.812968
117957, 433, 141, 414431, 34753, 3.812898
117958, 433, 141, 414440, 34753, 3.812942
117959, 433, 141, 414447, 34753, 3.812969
117962, 433, 141, 414450, 34757, 3.812931
117963, 433, 141, 414457, 34757, 3.812958
117966, 433, 141, 414460, 34761, 3.812921
117969, 433, 141, 414463, 34765, 3.812883
117970, 433, 141, 414473, 34765, 3.812935
117971, 433, 141, 414480, 34765, 3.812963
117972, 433, 141, 414487, 34765, 3.812990
117973, 433, 141, 414497, 34765, 3.813042
117974, 433, 141, 414504, 34765, 3.813069
117977, 433, 141, 414507, 34769, 3.813031
117981, 433, 141, 414512, 34773, 3.812978
117984, 433, 141, 414515, 34777, 3.812941
117985, 433, 141, 414526, 34777, 3.813002
117986, 433, 141, 414533, 34777, 3.813029
117987, 433, 141, 414540, 34777, 3.813056
117990, 433, 141, 414543, 34781, 3.813018
117991, 433, 141, 414550, 34781, 3.813045
117992, 433, 141, 414557, 34781, 3.813072
117993, 433, 141, 414565, 34781, 3.813108
117994, 433, 141, 414574, 34781, 3.813152
117995, 446, 137, 414582, 34781, 3.813263
117996, 446, 137, 414589, 34781, 3.813290
117997, 446, 137, 414597, 34781, 3.813326
117998, 446, 137, 414606, 34781, 3.813370
117999, 446, 137, 414615, 34781, 3.813414
118000, 446, 137, 414623, 34781, 3.813449
118001, 446, 137, 414632, 34781, 3.813493
118002, 446, 137, 414641, 34781, 3.813537
118003, 446, 137, 414650, 34781, 3.813581
118004, 446, 137, 414659, 34781, 3.813625
118005, 446, 137, 414667, 34781, 3.813660
118006, 446, 137, 414676, 34781, 3.813704
118007, 446, 137, 414685, 34781, 3.813748
118008, 446, 137, 414693, 34781, 3.813784
118009, 446, 137, 414702, 34781, 3.813828
118010, 446, 137, 414710, 34781, 3.813863
118011, 446, 137, 414718, 34781, 3.813899
118012, 446, 137, 414725, 34781, 3.813926
118013, 446, 137, 414733, 34781, 3.813961
118014, 446, 137, 414740, 34781, 3.813988
118015, 446, 137, 414750, 34781, 3.814041
118016, 446, 137, 414758, 34781, 3.814076
118017, 446, 137, 414766, 34781, 3.814112
118018, 446, 137, 414776, 34781, 3.814164
118019, 446, 137, 414784, 34781, 3.814199
118020, 446, 137, 414791, 34781, 3.814226
118021, 446, 137, 414800, 34781, 3.814270
118022, 446, 137, 414808, 34781, 3.814306
118023, 446, 137, 414816, 34781, 3.814341
118024, 446, 137, 414825, 34781, 3.814385
118025, 446, 137, 414833, 34781, 3.814421
118026, 446, 137, 414841, 34781, 3.814456
118027, 446, 137, 414850, 34781, 3.814500
118028, 446, 137, 414858, 34781, 3.814536
118029, 446, 137, 414866, 34781, 3.814571
118030, 446, 137, 414873, 34781, 3.814598
118031, 446, 137, 414881, 34781, 3.814633
118032, 446, 137, 414888, 34781, 3.814660
118033, 446, 137, 414896, 34781, 3.814696
118034, 446, 137, 414903, 34781, 3.814723
118035, 446, 137, 414911, 34781, 3.814758
118036, 446, 137, 414920, 34781, 3.814802
118037, 446, 137, 414927, 34781, 3.814829
118038, 446, 137, 414934, 34781, 3.814856
118039, 446, 137, 414944, 34781, 3.814909
118040, 446, 137, 414951, 34781, 3.814936
118041, 446, 137, 414958, 34781, 3.814963
118042, 446, 137, 414968, 34781, 3.815015
118043, 446, 137, 414975, 34781, 3.815042
118044, 446, 137, 414982, 34781, 3.815069
118045, 446, 137, 414992, 34781, 3.815121
118050, 446, 137, 414999, 34783, 3.815036
118051, 446, 137, 415009, 34783, 3.815088
118052, 446, 137, 415016, 34783, 3.815115
118053, 446, 137, 415023, 34783, 3.815142
118054, 446, 137, 415032, 34783, 3.815186
118055, 446, 137, 415040, 34783, 3.815222
118128, 446, 137, 415050, 34785, 3.812966
118129, 446, 137, 415060, 34785, 3.813018
118130, 446, 137, 415067, 34785, 3.813045
118131, 446, 137, 415074, 34785, 3.813072
118200, 446, 137, 415084, 34787, 3.810948
118201, 446, 137, 415092, 34787, 3.810983
118202, 446, 137, 415101, 34787, 3.811027
118203, 446, 137, 415109, 34787, 3.811062
118204, 446, 137, 415117, 34787, 3.811098
118205, 446, 137, 415125, 34787, 3.811133
118209, 446, 137, 415130, 34789, 3.811063
118210, 446, 137, 415138, 34789, 3.811099
118211, 446, 137, 415146, 34789, 3.811134
118212, 446, 137, 415154, 34789, 3.811170
118215, 446, 137, 415157, 34791, 3.811115
118216, 446, 137, 415166, 34791, 3.811159
118227, 446, 137, 415175, 34793, 3.810898
118228, 446, 137, 415184, 34793, 3.810942
118229, 446, 137, 415192, 34793, 3.810977
118230, 446, 137, 415200, 34793, 3.811012
118236, 446, 137, 415206, 34795, 3.810887
118242, 446, 137, 415212, 34799, 3.810778
118243, 446, 137, 415221, 34799, 3.810822
118244, 446, 137, 415229, 34799, 3.810857
118252, 446, 137, 415238, 34801, 3.810692
118253, 446, 137, 415246, 34801, 3.810728
118254, 446, 137, 415254, 34801, 3.810763
118255, 446, 137, 415263, 34801, 3.810807
118256, 446, 137, 415271, 34801, 3.810843
118257, 446, 137, 415279, 34801, 3.810878
118258, 446, 137, 415288, 34801, 3.810922
118259, 446, 137, 415296, 34801, 3.810957
118260, 446, 137, 415304, 34801, 3.810993
118261, 446, 137, 415313, 34801, 3.811037
118262, 446, 137, 415321, 34801, 3.811072
118263, 446, 137, 415329, 34801, 3.811107
118264, 446, 137, 415338, 34801, 3.811151
118265, 446, 137, 415346, 34801, 3.811187
118266, 446, 137, 415354, 34801, 3.811222
118267, 446, 137, 415363, 34801, 3.811266
118268, 446, 137, 415371, 34801, 3.811301
118269, 446, 137, 415379, 34801, 3.811337
118270, 446, 137, 415388, 34801, 3.811381
118271, 446, 137, 415396, 34801, 3.811416
118272, 446, 137, 415404, 34801, 3.811452
118273, 446, 137, 415412, 34801, 3.811487
118274, 446, 137, 415420, 34801, 3.811522
118275, 446, 137, 415428, 34801, 3.811558
118276, 443, 137, 415436, 34801, 3.811568
118277, 443, 137, 415444, 34801, 3.811603
118278, 443, 137, 415452, 34801, 3.811639
118279, 443, 137, 415461, 34801, 3.811683
118280, 443, 137, 415469, 34801, 3.811718
118281, 443, 137, 415477, 34801, 3.811753
118282, 443, 137, 415485, 34801, 3.811789
118283, 443, 137, 415493, 34801, 3.811824
118284, 443, 137, 415501, 34801, 3.811860
118285, 443, 137, 415509, 34801, 3.811895
118286, 443, 137, 415517, 34801, 3.811930
118287, 443, 137, 415525, 34801, 3.811966
118288, 443, 137, 415533, 34801, 3.812001
118289, 443, 137, 415541, 34801, 3.812037
118290, 443, 137, 415549, 34801, 3.812072
118291, 443, 137, 415557, 34801, 3.812107
118292, 443, 137, 415565, 34801, 3.812143
118293, 443, 137, 415573, 34801, 3.812178
118296, 443, 137, 415576, 34803, 3.812124
118297, 443, 137, 415584, 34803, 3.812159
118298, 443, 137, 415592, 34803, 3.812195
118299, 443, 137, 415600, 34803, 3.812230
118302, 443, 137, 415603, 34807, 3.812193
118305, 443, 137, 415606, 34810, 3.812147
118308, 443, 137, 415609, 34812, 3.812092
118311, 443, 137, 415612, 34816, 3.812055
118312, 443, 137, 415620, 34816, 3.812090
118315, 443, 137, 415623, 34820, 3.812053
118316, 443, 137, 415631, 34820, 3.812088
118317, 443, 137, 415639, 34820, 3.812123
118318, 443, 137, 415647, 34820, 3.812159
118319, 443, 137, 415655, 34820, 3.812194
118320, 443, 137, 415663, 34820, 3.812230
118321, 443, 137, 415671, 34820, 3.812265
118324, 443, 137, 415674, 34825, 3.812236
118325, 443, 137, 415682, 34825, 3.812271
118326, 443, 137, 415690, 34825, 3.812307
118335, 443, 137, 415698, 34827, 3.812101
118338, 443, 137, 415701, 34831, 3.812064
118344, 443, 137, 415707, 34833, 3.811938
118347, 443, 137, 415710, 34837, 3.811901
118467, 443, 137, 415721, 34839, 3.808149
118470, 443, 137, 415724, 34843, 3.808112
118471, 443, 137, 415730, 34843, 3.808130
118472, 443, 137, 415738, 34843, 3.808166
118473, 443, 137, 415747, 34843, 3.808209
118476, 443, 137, 415750, 34845, 3.808155
118477, 443, 137, 415758, 34845, 3.808191
118478, 443, 137, 415766, 34845, 3.808226
118479, 443, 137, 415775, 34845, 3.808270
118480, 443, 137, 415781, 34845, 3.808288
118481, 443, 137, 415789, 34845, 3.808324
118482, 443, 137, 415797, 34845, 3.808359
118483, 443, 137, 415805, 34845, 3.808394
118484, 443, 137, 415814, 34845, 3.808438
118485, 443, 137, 415823, 34845, 3.808482
118486, 443, 137, 415831, 34845, 3.808517
118487, 443, 137, 415839, 34845, 3.808553
118488, 443, 137, 415846, 34845, 3.808580
118489, 443, 137, 415854, 34845, 3.808615
118490, 443, 137, 415862, 34845, 3.808651
118491, 443, 137, 415871, 34845, 3.808694
118492, 443, 137, 415879, 34845, 3.808730
118493, 443, 137, 415887, 34845, 3.808765
118494, 443, 137, 415895, 34845, 3.808800
118495, 443, 137, 415904, 34845, 3.808844
118496, 443, 137, 415912, 34845, 3.808880
118497, 443, 137, 415919, 34845, 3.808907
118498, 443, 137, 415927, 34845, 3.808942
118499, 443, 137, 415935, 34845, 3.808977
118500, 443, 137, 415943, 34845, 3.809013
118501, 443, 137, 415952, 34845, 3.809056
118502, 443, 137, 415960, 34845, 3.809092
118503, 443, 137, 415968, 34845, 3.809127
118504, 443, 137, 415976, 34845, 3.809163
118505, 443, 137, 415984, 34845, 3.809198
118506, 443, 137, 415992, 34845, 3.809233
118507, 443, 137, 416000, 34845, 3.809269
118508, 443, 137, 416008, 34845, 3.809304
118509, 443, 137, 416017, 34845, 3.809348
118510, 443, 137, 416025, 34845, 3.809383
118511, 443, 137, 416033, 34845, 3.809419
118512, 443, 137, 416042, 34845, 3.809462
118513, 443, 137, 416050, 34845, 3.809498
118514, 443, 137, 416058, 34845, 3.809533
118515, 443, 137, 416067, 34845, 3.809577
118516, 443, 137, 416075, 34845, 3.809612
118517, 443, 137, 416084, 34845, 3.809656
118518, 443, 137, 416093, 34845, 3.809700
118519, 443, 137, 416101, 34845, 3.809735
118520, 443, 137, 416110, 34845, 3.809779
118521, 443, 137, 416120, 34845, 3.809831
118522, 443, 137, 416128, 34845, 3.809867
118523, 443, 137, 416137, 34845, 3.809910
118524, 443, 137, 416148, 34845, 3.809971
118525, 443, 137, 416156, 34845, 3.810006
118526, 443, 137, 416164, 34845, 3.810042
118527, 443, 137, 416175, 34845, 3.810102
118528, 443, 137, 416184, 34845, 3.810146
118529, 443, 137, 416192, 34845, 3.810181
118530, 443, 137, 416202, 34845, 3.810234
118531, 443, 137, 416210, 34845, 3.810269
118532, 443, 137, 416218, 34845, 3.810304
118533, 443, 137, 416227, 34845, 3.810348
118534, 443, 137, 416235, 34845, 3.810384
118535, 443, 137, 416243, 34845, 3.810419
118536, 443, 137, 416251, 34845, 3.810454
118537, 443, 137, 416259, 34845, 3.810490
118538, 443, 137, 416267, 34845, 3.810525
118539, 443, 137, 416274, 34845, 3.810552
118540, 443, 137, 416282, 34845, 3.810587
118541, 443, 137, 416290, 34845, 3.810622
118542, 443, 137, 416297, 34845, 3.810649
118543, 443, 137, 416305, 34845, 3.810685
118544, 443, 137, 416314, 34845, 3.810729
118545, 443, 137, 416321, 34845, 3.810755
118546, 443, 137, 416329, 34845, 3.810791
118547, 443, 137, 416338, 34845, 3.810835
118548, 443, 137, 416346, 34845, 3.810870
118549, 443, 137, 416354, 34845, 3.810905
118550, 443, 137, 416363, 34845, 3.810949
118551, 443, 137, 416370, 34845, 3.810976
118552, 443, 137, 416378, 34845, 3.811011
118553, 443, 137, 416387, 34845, 3.811055
118554, 443, 137, 416394, 34845, 3.811082
118555, 443, 137, 416402, 34845, 3.811117
118556, 443, 137, 416411, 34845, 3.811161
118557, 443, 137, 416418, 34845, 3.811188
118558, 443, 137, 416427, 34845, 3.811232
118559, 443, 137, 416434, 34845, 3.811259
118560, 443, 137, 416444, 34845, 3.811311
118561, 443, 137, 416452, 34845, 3.811346
118562, 443, 137, 416460, 34845, 3.811381
118563, 443, 137, 416468, 34845, 3.811417
118566, 443, 137, 416471, 34847, 3.811362
118567, 443, 137, 416479, 34847, 3.811398
118590, 443, 137, 416488, 34849, 3.810751
118591, 443, 137, 416495, 34849, 3.810778
118592, 443, 137, 416503, 34849, 3.810814
118593, 443, 137, 416510, 34849, 3.810840
118594, 443, 137, 416517, 34849, 3.810867
118595, 443, 137, 416524, 34849, 3.810894
118599, 443, 137, 416529, 34853, 3.810842
118614, 443, 137, 416538, 34855, 3.810452
118617, 443, 137, 416541, 34859, 3.810415
118629, 443, 137, 416550, 34861, 3.810122
118632, 443, 137, 416553, 34863, 3.810068
118635, 443, 137, 416556, 34866, 3.810022
118636, 443, 137, 416563, 34866, 3.810049
118637, 443, 137, 416570, 34866, 3.810076
118638, 443, 137, 416577, 34866, 3.810103
118639, 443, 137, 416585, 34866, 3.810138
118640, 443, 137, 416592, 34866, 3.810165
118641, 443, 137, 416599, 34866, 3.810192
118650, 443, 137, 416607, 34868, 3.809987
118653, 443, 137, 416610, 34872, 3.809950
118656, 443, 137, 416613, 34874, 3.809896
118659, 443, 137, 416616, 34878, 3.809859
118660, 443, 137, 416627, 34878, 3.809919
118661, 443, 137, 416634, 34878, 3.809946
118662, 443, 137, 416642, 34878, 3.809981
118663, 443, 137, 416652, 34878, 3.810033
118664, 443, 137, 416659, 34878, 3.810060
118665, 443, 137, 416666, 34878, 3.810087
118666, 443, 137, 416673, 34878, 3.810114
118667, 443, 137, 416681, 34878, 3.810149
118668, 443, 137, 416690, 34878, 3.810193
118669, 443, 137, 416699, 34878, 3.810237
118670, 443, 137, 416708, 34878, 3.810281
118671, 443, 137, 416716, 34878, 3.810316
118672, 443, 137, 416724, 34878, 3.810351
118673, 443, 137, 416733, 34878, 3.810395
118674, 443, 137, 416742, 34878, 3.810439
118675, 443, 137, 416750, 34878, 3.810474
118676, 443, 137, 416759, 34878, 3.810518
118677, 443, 137, 416767, 34878, 3.810553
118678, 443, 137, 416776, 34878, 3.810597
118679, 443, 137, 416784, 34878, 3.810632
118680, 443, 137, 416792, 34878, 3.810667
118681, 443, 137, 416801, 34878, 3.810711
118682, 443, 137, 416810, 34878, 3.810755
118683, 443, 137, 416817, 34878, 3.810782
118684, 443, 137, 416826, 34878, 3.810825
118685, 443, 137, 416834, 34878, 3.810861
118686, 443, 137, 416841, 34878, 3.810888
118687, 443, 137, 416848, 34878, 3.810914
118688, 443, 137, 416856, 34878, 3.810950
118689, 443, 137, 416863, 34878, 3.810977
118690, 443, 137, 416875, 34878, 3.811046
118691, 443, 137, 416883, 34878, 3.811081
118692, 443, 137, 416890, 34878, 3.811108
118693, 443, 137, 416900, 34878, 3.811160
118694, 443, 137, 416908, 34878, 3.811195
118695, 443, 137, 416916, 34878, 3.811230
118696, 443, 137, 416923, 34878, 3.811257
118697, 443, 137, 416930, 34878, 3.811284
118698, 443, 137, 416938, 34878, 3.811319
118699, 443, 137, 416945, 34878, 3.811346
118700, 443, 137, 416953, 34878, 3.811382
118701, 443, 137, 416962, 34878, 3.811425
118702, 443, 137, 416970, 34878, 3.811461
118703, 443, 137, 416978, 34878, 3.811496
118704, 443, 137, 416985, 34878, 3.811523
118705, 443, 137, 416993, 34878, 3.811558
118706, 443, 137, 417000, 34878, 3.811585
118707, 443, 137, 417007, 34878, 3.811612
118708, 443, 137, 417015, 34878, 3.811647
118709, 443, 137, 417022, 34878, 3.811674
118710, 443, 137, 417030, 34878, 3.811709
118713, 443, 137, 417033, 34882, 3.811672
118716, 443, 137, 417036, 34884, 3.811618
118717, 443, 137, 417046, 34884, 3.811670
118718, 443, 137, 417053, 34884, 3.811697
118719, 443, 137, 417060, 34884, 3.811723
118722, 443, 137, 417063, 34886, 3.811669
118723, 443, 137, 417073, 34886, 3.811721
118724, 443, 137, 417080, 34886, 3.811748
118725, 443, 137, 417087, 34886, 3.811775
118728, 443, 137, 417090, 34888, 3.811721
118729, 443, 137, 417100, 34888, 3.811773
118730, 443, 137, 417108, 34888, 3.811808
118803, 443, 137, 417118, 34892, 3.809584
118806, 443, 137, 417121, 34894, 3.809530
118807, 443, 137, 417132, 34894, 3.809590
118815, 443, 137, 417141, 34896, 3.809426
118816, 443, 137, 417152, 34896, 3.809487
118817, 443, 137, 417161, 34896, 3.809531
118818, 443, 137, 417170, 34896, 3.809574
118819, 443, 137, 417181, 34896, 3.809635
118820, 443, 137, 417190, 34896, 3.809679
118821, 443, 137, 417199, 34896, 3.809722
118822, 443, 137, 417209, 34896, 3.809774
118823, 443, 137, 417218, 34896, 3.809818
118824, 443, 137, 417227, 34896, 3.809862
118825, 443, 137, 417237, 34896, 3.809914
118826, 443, 137, 417246, 34896, 3.809957
118827, 443, 137, 417255, 34896, 3.810001
118828, 443, 137, 417265, 34896, 3.810053
118829, 443, 137, 417274, 34896, 3.810097
118830, 443, 137, 417283, 34896, 3.810141
118831, 443, 137, 417292, 34896, 3.810184
118832, 443, 137, 417301, 34896, 3.810228
118833, 443, 137, 417310, 34896, 3.810272
118834, 443, 137, 417319, 34896, 3.810315
118835, 439, 139, 417327, 34896, 3.810334
118836, 439, 139, 417336, 34896, 3.810377
118837, 439, 139, 417345, 34896, 3.810421
118838, 436, 139, 417353, 34896, 3.810431
118839, 436, 139, 417361, 34896, 3.810466
118840, 436, 139, 417370, 34896, 3.810510
118841, 436, 139, 417378, 34896, 3.810545
118842, 436, 139, 417387, 34896, 3.810589
118843, 436, 139, 417395, 34896, 3.810624
118844, 439, 141, 417403, 34896, 3.810701
118845, 439, 141, 417412, 34896, 3.810745
118846, 439, 141, 417420, 34896, 3.810780
