bytes, codes, ebits, ll_aht, d_aht, ratio
1, 3, 82, 1, 0, 86.000000
2, 7, 89, 3, 0, 49.500000
3, 11, 82, 6, 0, 33.000000
7, 28, 88, 9, 1, 18.000000
8, 31, 88, 13, 1, 16.625000
9, 36, 88, 17, 1, 15.777778
10, 35, 88, 21, 1, 14.500000
11, 43, 88, 25, 1, 14.272727
12, 50, 88, 30, 1, 14.083333
13, 50, 88, 35, 1, 13.384615
14, 52, 85, 40, 1, 12.714286
15, 50, 82, 45, 1, 11.866667
16, 50, 82, 48, 1, 11.312500
17, 49, 82, 53, 1, 10.882353
18, 45, 82, 58, 1, 10.333333
19, 53, 82, 61, 1, 10.368421
20, 53, 82, 65, 1, 10.050000
21, 55, 82, 71, 1, 9.952381
22, 51, 82, 77, 1, 9.590909
23, 55, 82, 83, 1, 9.608696
24, 60, 82, 89, 1, 9.666667
25, 68, 82, 92, 1, 9.720000
26, 68, 82, 96, 1, 9.500000
27, 72, 82, 102, 1, 9.518519
28, 72, 82, 106, 1, 9.321429
29, 72, 82, 112, 1, 9.206897
30, 72, 82, 116, 1, 9.033333
31, 72, 82, 119, 1, 8.838710
32, 72, 82, 123, 1, 8.687500
33, 74, 82, 129, 1, 8.666667
34, 74, 82, 132, 1, 8.500000
35, 71, 82, 138, 1, 8.342857
36, 78, 82, 144, 1, 8.472222
37, 78, 82, 149, 1, 8.378378
38, 78, 82, 154, 1, 8.289474
39, 79, 82, 161, 1, 8.282051
40, 79, 82, 165, 1, 8.175000
41, 76, 82, 172, 1, 8.073171
42, 80, 84, 179, 1, 8.190476
43, 80, 84, 186, 1, 8.162791
44, 77, 86, 193, 1, 8.113636
45, 87, 86, 200, 1, 8.311111
46, 91, 86, 207, 1, 8.369565
47, 91, 86, 212, 1, 8.297872
48, 89, 84, 217, 1, 8.145833
49, 89, 84, 221, 1, 8.061224
50, 93, 82, 225, 1, 8.020000
51, 102, 82, 232, 1, 8.176471
52, 102, 82, 237, 1, 8.115385
53, 102, 82, 242, 1, 8.056604
54, 105, 82, 249, 1, 8.092593
55, 110, 82, 256, 1, 8.163636
56, 110, 82, 261, 1, 8.107143
57, 112, 82, 268, 1, 8.122807
58, 116, 82, 275, 1, 8.172414
59, 116, 82, 280, 1, 8.118644
60, 118, 84, 287, 1, 8.166667
61, 126, 87, 294, 1, 8.327869
62, 124, 87, 301, 1, 8.274194
63, 131, 87, 308, 1, 8.365079
64, 128, 90, 316, 1, 8.359375
65, 130, 88, 321, 1, 8.307692
66, 134, 88, 328, 1, 8.348485
67, 143, 88, 335, 1, 8.462687
68, 137, 88, 341, 1, 8.338235
69, 144, 88, 346, 1, 8.391304
70, 144, 88, 354, 1, 8.385714
71, 144, 88, 360, 1, 8.352113
72, 144, 88, 368, 1, 8.347222
73, 149, 91, 376, 1, 8.452055
74, 148, 91, 384, 1, 8.432432
75, 154, 96, 392, 1, 8.573333
76, 153, 96, 400, 1, 8.552632
77, 152, 96, 408, 1, 8.532468
78, 154, 98, 416, 1, 8.576923
79, 157, 98, 424, 1, 8.607595
80, 156, 95, 432, 1, 8.550000
81, 156, 95, 438, 1, 8.518519
82, 162, 100, 446, 1, 8.646341
83, 162, 100, 452, 1, 8.614458
84, 163, 100, 460, 1, 8.619048
85, 165, 103, 468, 1, 8.670588
86, 165, 103, 474, 1, 8.639535
87, 163, 103, 482, 1, 8.609195
88, 165, 108, 490, 1, 8.681818
89, 161, 108, 498, 1, 8.629213
90, 158, 110, 506, 1, 8.611111
91, 171, 108, 514, 1, 8.725275
92, 171, 108, 520, 1, 8.695652
93, 181, 108, 528, 1, 8.795699
94, 190, 106, 536, 1, 8.861702
95, 200, 106, 541, 1, 8.926316
96, 206, 106, 549, 1, 8.979167
97, 215, 109, 557, 1, 9.092784
98, 220, 109, 565, 1, 9.132653
99, 226, 112, 573, 1, 9.212121
100, 231, 110, 581, 1, 9.230000
101, 228, 112, 589, 1, 9.207921
102, 233, 109, 597, 1, 9.215686
103, 238, 112, 605, 1, 9.281553
104, 241, 110, 611, 1, 9.259615
105, 244, 108, 617, 1, 9.238095
106, 249, 111, 625, 1, 9.301887
107, 249, 111, 631, 1, 9.271028
108, 251, 111, 639, 1, 9.277778
109, 258, 118, 647, 1, 9.394495
110, 258, 118, 653, 1, 9.363636
111, 263, 121, 661, 1, 9.423423
112, 267, 117, 669, 1, 9.410714
113, 270, 114, 677, 1, 9.398230
114, 276, 114, 685, 1, 9.438596
115, 276, 114, 691, 1, 9.408696
116, 280, 114, 699, 1, 9.431034
117, 282, 114, 707, 1, 9.435897
118, 283, 114, 712, 1, 9.406780
119, 284, 114, 720, 1, 9.403361
120, 284, 114, 728, 1, 9.391667
121, 284, 114, 734, 1, 9.363636
122, 290, 121, 742, 1, 9.459016
123, 289, 121, 750, 1, 9.439024
124, 297, 121, 755, 1, 9.467742
125, 294, 124, 764, 1, 9.464000
126, 293, 124, 772, 1, 9.444444
127, 290, 124, 780, 1, 9.409449
128, 299, 121, 788, 1, 9.445312
129, 290, 121, 797, 1, 9.372093
130, 300, 121, 803, 1, 9.423077
131, 300, 121, 809, 1, 9.396947
132, 288, 119, 816, 1, 9.272727
133, 294, 119, 824, 1, 9.308271
134, 290, 122, 833, 1, 9.298507
135, 300, 121, 841, 1, 9.355556
136, 293, 121, 848, 1, 9.286765
137, 302, 121, 854, 1, 9.328467
138, 302, 121, 861, 1, 9.311594
139, 298, 121, 870, 1, 9.280576
140, 298, 121, 877, 1, 9.264286
141, 298, 121, 883, 1, 9.241135
142, 298, 121, 889, 1, 9.218310
143, 298, 121, 898, 1, 9.216783
144, 302, 121, 907, 1, 9.243056
145, 303, 118, 916, 1, 9.227586
146, 304, 118, 925, 1, 9.232877
147, 303, 118, 934, 1, 9.224490
148, 306, 121, 943, 1, 9.263514
149, 310, 128, 952, 1, 9.335570
150, 313, 130, 961, 1, 9.366667
151, 313, 130, 968, 1, 9.350993
152, 315, 129, 977, 1, 9.355263
153, 316, 129, 986, 1, 9.359477
154, 317, 128, 995, 1, 9.357143
155, 317, 128, 1004, 1, 9.354839
156, 316, 128, 1013, 1, 9.346154
157, 316, 128, 1020, 1, 9.331210
158, 313, 128, 1029, 1, 9.310127
159, 313, 128, 1036, 1, 9.295597
160, 314, 128, 1042, 1, 9.281250
161, 316, 127, 1051, 1, 9.285714
162, 316, 127, 1058, 1, 9.271605
163, 316, 127, 1065, 1, 9.257669
164, 313, 127, 1074, 1, 9.237805
165, 313, 127, 1081, 1, 9.224242
166, 313, 127, 1087, 1, 9.204819
167, 314, 131, 1096, 1, 9.233533
168, 314, 131, 1103, 1, 9.220238
169, 311, 131, 1112, 1, 9.201183
170, 312, 133, 1121, 1, 9.217647
171, 312, 133, 1128, 1, 9.204678
172, 312, 133, 1135, 1, 9.191860
173, 311, 130, 1144, 1, 9.167630
174, 311, 130, 1151, 1, 9.155172
175, 311, 130, 1158, 1, 9.142857
176, 311, 130, 1165, 1, 9.130682
177, 308, 130, 1174, 1, 9.112994
178, 307, 130, 1180, 1, 9.089888
179, 309, 130, 1186, 1, 9.083799
180, 309, 130, 1192, 1, 9.066667
181, 304, 132, 1201, 1, 9.049724
182, 304, 132, 1208, 1, 9.038462
183, 318, 130, 1214, 1, 9.087432
184, 325, 130, 1223, 1, 9.125000
185, 325, 130, 1230, 1, 9.113514
186, 333, 128, 1236, 1, 9.129032
187, 340, 126, 1242, 1, 9.139037
188, 349, 126, 1248, 1, 9.170213
189, 352, 124, 1257, 1, 9.174603
190, 352, 124, 1263, 1, 9.157895
191, 361, 124, 1269, 1, 9.188482
192, 366, 124, 1278, 1, 9.213542
193, 366, 124, 1284, 1, 9.196891
194, 375, 124, 1290, 1, 9.226804
195, 375, 124, 1297, 1, 9.215385
196, 375, 124, 1304, 1, 9.204082
197, 375, 124, 1310, 1, 9.187817
198, 375, 124, 1316, 1, 9.171717
199, 375, 124, 1323, 1, 9.160804
200, 389, 124, 1328, 1, 9.210000
201, 389, 124, 1335, 1, 9.199005
202, 389, 124, 1341, 1, 9.183168
203, 389, 124, 1347, 1, 9.167488
204, 389, 124, 1353, 1, 9.151961
205, 397, 124, 1359, 1, 9.175610
206, 397, 124, 1368, 1, 9.174757
207, 399, 126, 1373, 1, 9.173913
208, 406, 124, 1378, 1, 9.177885
209, 406, 124, 1387, 1, 9.177033
210, 406, 124, 1394, 1, 9.166667
211, 406, 124, 1401, 1, 9.156398
212, 407, 122, 1407, 1, 9.136792
213, 407, 122, 1414, 1, 9.126761
214, 408, 122, 1420, 1, 9.116822
215, 408, 122, 1429, 1, 9.116279
216, 408, 122, 1435, 1, 9.101852
217, 407, 120, 1444, 1, 9.087558
218, 407, 120, 1451, 1, 9.077982
219, 408, 120, 1457, 1, 9.068493
220, 408, 120, 1464, 1, 9.059091
221, 408, 120, 1470, 1, 9.045249
222, 410, 120, 1475, 1, 9.036036
223, 410, 120, 1482, 1, 9.026906
224, 410, 120, 1489, 1, 9.017857
225, 411, 120, 1495, 1, 9.008889
226, 411, 120, 1504, 1, 9.008850
227, 412, 120, 1510, 1, 9.000000
228, 412, 120, 1516, 1, 8.986842
229, 410, 118, 1523, 1, 8.960699
230, 412, 115, 1532, 1, 8.956522
231, 413, 115, 1538, 1, 8.948052
232, 413, 115, 1545, 1, 8.939655
233, 419, 115, 1552, 1, 8.957082
234, 419, 115, 1558, 1, 8.944444
235, 411, 115, 1566, 1, 8.906383
236, 412, 115, 1572, 1, 8.898305
237, 412, 115, 1578, 1, 8.886076
238, 418, 115, 1585, 1, 8.903361
239, 418, 115, 1591, 1, 8.891213
240, 411, 115, 1598, 1, 8.854167
241, 411, 115, 1604, 1, 8.842324
242, 411, 115, 1611, 1, 8.834711
243, 411, 115, 1616, 1, 8.818930
246, 419, 115, 1625, 2, 8.784553
247, 410, 117, 1635, 2, 8.761134
248, 411, 117, 1641, 2, 8.754032
249, 411, 117, 1647, 2, 8.742972
250, 411, 117, 1653, 2, 8.732000
251, 411, 117, 1659, 2, 8.721116
252, 408, 117, 1664, 2, 8.694444
253, 414, 117, 1673, 2, 8.719368
254, 414, 117, 1679, 2, 8.708661
255, 414, 117, 1685, 2, 8.698039
256, 409, 114, 1695, 2, 8.671875
257, 409, 114, 1700, 2, 8.657588
258, 409, 114, 1706, 2, 8.647287
259, 415, 114, 1715, 2, 8.671815
260, 401, 116, 1725, 2, 8.630769
261, 411, 118, 1730, 2, 8.662835
262, 417, 116, 1737, 2, 8.671756
263, 417, 116, 1742, 2, 8.657795
264, 417, 116, 1748, 2, 8.647727
265, 416, 119, 1758, 2, 8.660377
266, 422, 119, 1767, 2, 8.684211
267, 422, 119, 1773, 2, 8.674157
271, 415, 119, 1781, 3, 8.553506
272, 421, 119, 1788, 3, 8.569853
273, 421, 119, 1793, 3, 8.556777
274, 418, 119, 1803, 3, 8.551095
275, 418, 119, 1810, 3, 8.545455
276, 418, 119, 1816, 3, 8.536232
277, 428, 119, 1825, 3, 8.574007
278, 428, 119, 1831, 3, 8.564748
279, 432, 117, 1836, 3, 8.559140
280, 425, 119, 1846, 3, 8.546429
281, 431, 119, 1855, 3, 8.569395
282, 431, 119, 1861, 3, 8.560284
283, 433, 119, 1871, 3, 8.572438
284, 433, 119, 1877, 3, 8.563380
288, 433, 119, 1884, 4, 8.472222
289, 436, 122, 1894, 4, 8.498270
290, 427, 124, 1902, 4, 8.472414
291, 433, 124, 1909, 4, 8.487973
296, 435, 124, 1919, 5, 8.388514
297, 435, 124, 1926, 5, 8.383838
298, 434, 124, 1936, 5, 8.385906
299, 434, 124, 1943, 5, 8.381271
300, 434, 124, 1951, 5, 8.380000
301, 428, 126, 1961, 5, 8.372093
302, 428, 126, 1968, 5, 8.367550
303, 428, 126, 1975, 5, 8.363036
304, 428, 126, 1983, 5, 8.361842
305, 428, 126, 1989, 5, 8.354098
306, 422, 128, 1997, 5, 8.339869
307, 425, 126, 2007, 5, 8.348534
308, 425, 126, 2013, 5, 8.340909
309, 423, 128, 2023, 5, 8.346278
310, 423, 128, 2031, 5, 8.345161
311, 423, 128, 2037, 5, 8.337621
312, 423, 128, 2044, 5, 8.333333
313, 422, 124, 2054, 5, 8.322684
314, 422, 124, 2062, 5, 8.321656
315, 413, 122, 2072, 5, 8.292063
316, 416, 124, 2082, 5, 8.313291
317, 416, 124, 2089, 5, 8.309148
318, 416, 124, 2096, 5, 8.305031
319, 415, 124, 2106, 5, 8.307210
320, 415, 124, 2112, 5, 8.300000
321, 415, 124, 2120, 5, 8.299065
322, 417, 126, 2128, 5, 8.310559
323, 417, 126, 2134, 5, 8.303406
324, 417, 126, 2141, 5, 8.299383
325, 419, 126, 2151, 5, 8.310769
326, 419, 126, 2157, 5, 8.303681
327, 419, 126, 2164, 5, 8.299694
328, 416, 126, 2174, 5, 8.295732
329, 416, 126, 2180, 5, 8.288754
330, 416, 126, 2187, 5, 8.284848
331, 418, 128, 2197, 5, 8.302115
332, 418, 128, 2203, 5, 8.295181
333, 418, 128, 2210, 5, 8.291291
334, 418, 126, 2220, 5, 8.290419
335, 418, 126, 2226, 5, 8.283582
336, 418, 126, 2233, 5, 8.279762
337, 418, 126, 2241, 5, 8.278932
338, 418, 126, 2247, 5, 8.272189
339, 419, 126, 2253, 5, 8.268437
340, 419, 126, 2261, 5, 8.267647
341, 442, 122, 2266, 5, 8.313783
342, 442, 122, 2273, 5, 8.309942
343, 443, 122, 2280, 5, 8.309038
344, 443, 122, 2286, 5, 8.302326
345, 443, 122, 2293, 5, 8.298551
346, 443, 122, 2301, 5, 8.297688
347, 443, 122, 2307, 5, 8.291066
348, 443, 122, 2314, 5, 8.287356
349, 443, 122, 2321, 5, 8.283668
350, 443, 122, 2327, 5, 8.277143
351, 443, 122, 2334, 5, 8.273504
352, 443, 122, 2341, 5, 8.269886
353, 443, 122, 2348, 5, 8.266289
354, 443, 122, 2355, 5, 8.262712
355, 443, 122, 2363, 5, 8.261972
356, 443, 122, 2370, 5, 8.258427
357, 440, 122, 2380, 5, 8.254902
358, 440, 122, 2387, 5, 8.251397
359, 440, 122, 2395, 5, 8.250696
360, 440, 122, 2402, 5, 8.247222
361, 437, 122, 2409, 5, 8.235457
362, 437, 122, 2416, 5, 8.232044
363, 437, 122, 2423, 5, 8.228650
364, 437, 122, 2430, 5, 8.225275
365, 437, 122, 2437, 5, 8.221918
366, 437, 122, 2444, 5, 8.218579
367, 437, 120, 2450, 5, 8.207084
368, 429, 122, 2457, 5, 8.187500
369, 429, 122, 2465, 5, 8.186992
370, 427, 124, 2471, 5, 8.181081
371, 427, 124, 2478, 5, 8.177898
372, 435, 124, 2488, 5, 8.204301
373, 435, 124, 2494, 5, 8.198391
374, 435, 124, 2501, 5, 8.195187
375, 441, 122, 2511, 5, 8.210667
376, 441, 122, 2518, 5, 8.207447
377, 441, 122, 2525, 5, 8.204244
378, 444, 120, 2535, 5, 8.211640
379, 443, 120, 2545, 5, 8.213720
380, 443, 120, 2552, 5, 8.210526
381, 446, 123, 2562, 5, 8.230971
382, 442, 123, 2568, 5, 8.214660
383, 442, 123, 2576, 5, 8.214099
384, 446, 120, 2586, 5, 8.221354
385, 445, 117, 2596, 5, 8.215584
386, 445, 117, 2603, 5, 8.212435
387, 461, 120, 2613, 5, 8.266150
388, 461, 120, 2619, 5, 8.260309
389, 461, 120, 2627, 5, 8.259640
390, 461, 120, 2635, 5, 8.258974
391, 472, 120, 2645, 5, 8.291560
392, 482, 120, 2652, 5, 8.313776
393, 497, 120, 2662, 5, 8.356234
394, 494, 118, 2670, 5, 8.342640
395, 498, 120, 2677, 5, 8.354430
396, 507, 117, 2687, 5, 8.373737
397, 515, 117, 2694, 5, 8.390428
398, 519, 117, 2704, 5, 8.404523
399, 525, 114, 2714, 5, 8.416040
400, 525, 114, 2720, 5, 8.410000
401, 528, 114, 2727, 5, 8.413965
402, 534, 114, 2737, 5, 8.432836
403, 536, 114, 2747, 5, 8.441687
404, 539, 114, 2754, 5, 8.445545
405, 541, 114, 2764, 5, 8.454321
406, 541, 114, 2771, 5, 8.450739
407, 543, 114, 2781, 5, 8.459459
408, 545, 114, 2791, 5, 8.468137
409, 545, 114, 2799, 5, 8.466993
410, 547, 114, 2809, 5, 8.475610
411, 551, 114, 2819, 5, 8.489051
412, 554, 111, 2829, 5, 8.492718
413, 554, 113, 2839, 5, 8.501211
414, 554, 113, 2849, 5, 8.504831
415, 555, 110, 2859, 5, 8.503614
416, 557, 110, 2869, 5, 8.512019
417, 558, 107, 2879, 5, 8.510791
418, 558, 107, 2887, 5, 8.509569
419, 558, 107, 2895, 5, 8.508353
420, 559, 105, 2902, 5, 8.502381
421, 559, 105, 2912, 5, 8.505938
422, 561, 103, 2920, 5, 8.504739
423, 562, 103, 2927, 5, 8.503546
424, 565, 100, 2937, 5, 8.507075
425, 565, 100, 2945, 5, 8.505882
426, 568, 97, 2955, 5, 8.509390
427, 568, 97, 2965, 5, 8.512881
428, 568, 97, 2973, 5, 8.511682
429, 570, 97, 2983, 5, 8.519814
430, 570, 97, 2991, 5, 8.518605
431, 570, 97, 3001, 5, 8.522042
432, 570, 97, 3009, 5, 8.520833
433, 570, 97, 3019, 5, 8.524249
434, 570, 97, 3029, 5, 8.527650
435, 570, 97, 3037, 5, 8.526437
456, 577, 100, 3047, 6, 8.179825
457, 577, 100, 3055, 6, 8.179431
504, 584, 103, 3065, 7, 7.458333
505, 584, 103, 3075, 7, 7.463366
506, 584, 103, 3083, 7, 7.464427
507, 584, 103, 3091, 7, 7.465483
513, 586, 103, 3101, 8, 7.403509
514, 586, 103, 3111, 8, 7.408560
515, 586, 103, 3121, 8, 7.413592
516, 587, 103, 3128, 8, 7.414729
519, 587, 103, 3136, 9, 7.389210
528, 607, 106, 3146, 11, 7.329545
529, 605, 108, 3156, 11, 7.334594
530, 605, 108, 3163, 11, 7.333962
531, 605, 108, 3169, 11, 7.331450
532, 606, 108, 3177, 11, 7.334586
533, 613, 106, 3185, 11, 7.345216
534, 590, 110, 3193, 11, 7.310861
535, 591, 110, 3200, 11, 7.312150
536, 591, 110, 3208, 11, 7.313433
537, 591, 110, 3214, 11, 7.310987
540, 591, 110, 3221, 13, 7.287037
543, 600, 110, 3228, 16, 7.281768
544, 607, 108, 3236, 16, 7.292279
545, 601, 110, 3244, 16, 7.286239
546, 601, 110, 3251, 16, 7.285714
547, 599, 110, 3261, 16, 7.287020
548, 608, 110, 3269, 16, 7.304745
549, 608, 110, 3276, 16, 7.304189
550, 600, 112, 3287, 16, 7.300000
551, 600, 112, 3294, 16, 7.299456
552, 600, 112, 3301, 16, 7.298913
553, 599, 112, 3309, 16, 7.298373
554, 596, 112, 3316, 16, 7.292419
555, 595, 112, 3324, 16, 7.291892
576, 595, 112, 3332, 17, 7.041667
577, 595, 112, 3340, 17, 7.043328
578, 593, 114, 3348, 17, 7.044983
579, 592, 114, 3358, 17, 7.048359
600, 596, 114, 3365, 18, 6.821667
601, 587, 114, 3373, 18, 6.808652
602, 586, 114, 3383, 18, 6.812292
603, 593, 111, 3393, 18, 6.824212
604, 587, 111, 3402, 18, 6.817881
605, 587, 111, 3408, 18, 6.816529
606, 587, 111, 3416, 18, 6.818482
607, 587, 111, 3422, 18, 6.817133
608, 591, 111, 3429, 18, 6.824013
609, 587, 108, 3440, 18, 6.819376
610, 594, 108, 3448, 18, 6.832787
611, 594, 108, 3455, 18, 6.833061
612, 594, 108, 3462, 18, 6.833333
613, 585, 108, 3471, 18, 6.822186
614, 585, 108, 3478, 18, 6.822476
615, 585, 108, 3485, 18, 6.822764
616, 585, 108, 3492, 18, 6.823052
617, 585, 108, 3499, 18, 6.823339
618, 592, 108, 3507, 18, 6.836570
619, 592, 108, 3515, 18, 6.838449
620, 577, 110, 3526, 18, 6.824194
621, 584, 110, 3534, 18, 6.837359
622, 581, 108, 3543, 18, 6.832797
623, 587, 108, 3553, 18, 6.847512
624, 576, 110, 3562, 18, 6.836538
625, 583, 110, 3572, 18, 6.852800
626, 580, 108, 3581, 18, 6.848243
627, 587, 108, 3589, 18, 6.861244
628, 591, 110, 3597, 18, 6.872611
629, 586, 110, 3608, 18, 6.871224
630, 592, 110, 3618, 18, 6.885714
631, 592, 110, 3625, 18, 6.885895
632, 592, 108, 3636, 18, 6.889241
633, 592, 108, 3644, 18, 6.890995
634, 592, 108, 3652, 18, 6.892744
635, 598, 108, 3660, 18, 6.903937
636, 598, 108, 3667, 18, 6.904088
637, 592, 108, 3676, 18, 6.897959
638, 597, 108, 3686, 18, 6.910658
639, 592, 106, 3695, 18, 6.902973
640, 592, 106, 3703, 18, 6.904687
641, 606, 106, 3713, 18, 6.931357
642, 600, 106, 3722, 18, 6.925234
643, 605, 106, 3732, 18, 6.937792
644, 601, 106, 3743, 18, 6.937888
645, 601, 106, 3750, 18, 6.937984
646, 606, 106, 3760, 18, 6.950464
647, 606, 106, 3768, 18, 6.952087
648, 606, 106, 3776, 18, 6.953704
649, 605, 105, 3787, 18, 6.956857
650, 612, 103, 3795, 18, 6.966154
651, 611, 103, 3806, 18, 6.970814
652, 616, 103, 3816, 18, 6.983129
653, 610, 103, 3825, 18, 6.977029
654, 616, 103, 3833, 18, 6.987768
655, 610, 103, 3840, 18, 6.978626
656, 610, 103, 3848, 18, 6.980183
657, 610, 103, 3855, 18, 6.980213
658, 610, 103, 3863, 18, 6.981763
659, 610, 103, 3870, 18, 6.981791
660, 610, 103, 3877, 18, 6.981818
661, 606, 99, 3886, 18, 6.972769
662, 606, 99, 3893, 18, 6.972810
663, 606, 99, 3900, 18, 6.972851
664, 612, 99, 3908, 18, 6.983434
665, 603, 101, 3917, 18, 6.975940
666, 609, 101, 3925, 18, 6.986486
667, 601, 101, 3934, 18, 6.977511
668, 612, 101, 3940, 18, 6.992515
669, 617, 103, 3948, 18, 7.004484
670, 609, 103, 3957, 18, 6.995522
671, 614, 103, 3967, 18, 7.007452
672, 607, 105, 3976, 18, 7.002976
673, 607, 105, 3984, 18, 7.004458
674, 607, 105, 3991, 18, 7.004451
675, 607, 105, 3997, 18, 7.002963
690, 632, 108, 4007, 22, 6.911594
691, 632, 108, 4015, 22, 6.913169
692, 633, 108, 4021, 22, 6.913295
693, 625, 108, 4030, 22, 6.904762
696, 625, 108, 4037, 25, 6.889368
708, 633, 105, 4047, 27, 6.796610
709, 633, 105, 4054, 27, 6.796897
710, 624, 107, 4063, 27, 6.790141
711, 630, 109, 4071, 27, 6.803094
712, 630, 109, 4079, 27, 6.804775
713, 630, 109, 4087, 27, 6.806452
714, 621, 111, 4098, 27, 6.802521
732, 628, 111, 4108, 29, 6.661202
733, 620, 111, 4117, 29, 6.653479
734, 627, 111, 4125, 29, 6.664850
735, 627, 111, 4133, 29, 6.666667
736, 623, 109, 4144, 29, 6.664402
737, 630, 109, 4152, 29, 6.675712
738, 622, 109, 4163, 29, 6.670732
750, 629, 109, 4171, 31, 6.586667
751, 622, 107, 4180, 31, 6.577896
752, 629, 107, 4188, 31, 6.589096
753, 629, 107, 4196, 31, 6.590969
754, 629, 107, 4204, 31, 6.592838
755, 621, 107, 4215, 31, 6.588079
756, 619, 107, 4222, 31, 6.585979
757, 619, 107, 4230, 31, 6.587847
758, 626, 107, 4240, 31, 6.601583
759, 626, 107, 4247, 31, 6.602108
760, 626, 107, 4254, 31, 6.602632
761, 626, 107, 4261, 31, 6.603154
762, 625, 109, 4268, 31, 6.604987
768, 623, 109, 4277, 33, 6.565104
769, 623, 109, 4285, 33, 6.566970
770, 623, 109, 4292, 33, 6.567532
771, 623, 109, 4299, 33, 6.568093
772, 629, 109, 4309, 33, 6.580311
773, 629, 109, 4316, 33, 6.580854
774, 629, 109, 4324, 33, 6.582687
775, 625, 107, 4333, 33, 6.578065
776, 625, 107, 4340, 33, 6.578608
777, 625, 107, 4347, 33, 6.579151
778, 632, 107, 4355, 33, 6.589974
779, 632, 107, 4362, 33, 6.590501
780, 632, 107, 4369, 33, 6.591026
781, 624, 107, 4380, 33, 6.586428
782, 631, 107, 4388, 33, 6.597187
783, 631, 107, 4396, 33, 6.598978
784, 627, 104, 4407, 33, 6.595663
785, 627, 104, 4414, 33, 6.596178
786, 627, 104, 4422, 33, 6.597964
787, 634, 104, 4430, 33, 6.608640
788, 634, 104, 4437, 33, 6.609137
789, 632, 102, 4445, 33, 6.605830
790, 632, 102, 4453, 33, 6.607595
791, 625, 102, 4462, 33, 6.601770
792, 632, 102, 4470, 33, 6.612374
793, 632, 102, 4479, 33, 6.615385
794, 632, 102, 4486, 33, 6.615869
795, 624, 104, 4495, 33, 6.611321
796, 624, 104, 4503, 33, 6.613065
797, 624, 104, 4510, 33, 6.613551
798, 623, 106, 4517, 33, 6.615288
799, 621, 104, 4525, 33, 6.612015
800, 613, 106, 4534, 33, 6.607500
801, 613, 106, 4542, 33, 6.609238
802, 621, 104, 4549, 33, 6.617207
803, 621, 104, 4557, 33, 6.618929
804, 613, 106, 4566, 33, 6.614428
805, 613, 106, 4573, 33, 6.614907
806, 613, 106, 4580, 33, 6.615385
807, 616, 106, 4591, 33, 6.624535
808, 611, 108, 4600, 33, 6.623762
809, 611, 108, 4607, 33, 6.624227
810, 611, 108, 4614, 33, 6.624691
811, 611, 108, 4621, 33, 6.625154
812, 611, 108, 4629, 33, 6.626847
813, 605, 108, 4637, 33, 6.621156
814, 605, 108, 4645, 33, 6.622850
815, 605, 108, 4652, 33, 6.623313
816, 603, 108, 4660, 33, 6.622549
817, 603, 108, 4668, 33, 6.624235
818, 603, 108, 4674, 33, 6.623472
819, 603, 108, 4680, 33, 6.622711
820, 603, 108, 4687, 33, 6.623171
821, 603, 108, 4694, 33, 6.623630
822, 603, 108, 4701, 33, 6.624088
823, 603, 108, 4710, 33, 6.626974
824, 603, 108, 4718, 33, 6.628641
825, 601, 108, 4727, 33, 6.629091
826, 601, 108, 4734, 33, 6.629540
827, 601, 108, 4741, 33, 6.629988
828, 597, 110, 4749, 33, 6.629227
829, 597, 110, 4756, 33, 6.629674
830, 597, 110, 4763, 33, 6.630120
831, 597, 110, 4770, 33, 6.630566
832, 597, 110, 4778, 33, 6.632212
833, 597, 110, 4786, 33, 6.633854
834, 597, 110, 4792, 33, 6.633094
835, 597, 110, 4800, 33, 6.634731
836, 597, 110, 4808, 33, 6.636364
837, 597, 110, 4816, 33, 6.637993
838, 597, 110, 4823, 33, 6.638425
839, 597, 110, 4830, 33, 6.638856
840, 597, 110, 4837, 33, 6.639286
841, 597, 110, 4844, 33, 6.639715
842, 597, 110, 4852, 33, 6.641330
843, 597, 110, 4860, 33, 6.642942
844, 597, 110, 4868, 33, 6.644550
845, 601, 108, 4874, 33, 6.646154
846, 601, 108, 4881, 33, 6.646572
847, 601, 108, 4888, 33, 6.646989
848, 601, 108, 4895, 33, 6.647406
849, 601, 108, 4902, 33, 6.647821
850, 603, 108, 4909, 33, 6.650588
851, 603, 108, 4916, 33, 6.650999
852, 603, 108, 4924, 33, 6.652582
853, 603, 108, 4932, 33, 6.654162
854, 603, 108, 4940, 33, 6.655738
855, 605, 106, 4947, 33, 6.656140
856, 605, 106, 4955, 33, 6.657710
857, 603, 108, 4962, 33, 6.658110
858, 603, 108, 4969, 33, 6.658508
859, 603, 108, 4976, 33, 6.658906
860, 603, 108, 4983, 33, 6.659302
861, 603, 108, 4989, 33, 6.658537
862, 603, 108, 4998, 33, 6.661253
863, 603, 108, 5006, 33, 6.662804
864, 603, 108, 5014, 33, 6.664352
865, 603, 108, 5023, 33, 6.667052
866, 603, 108, 5029, 33, 6.666282
867, 603, 106, 5036, 33, 6.664360
870, 603, 106, 5043, 35, 6.651724
876, 603, 106, 5051, 37, 6.617580
877, 602, 106, 5062, 37, 6.621437
878, 591, 108, 5068, 37, 6.610478
879, 591, 108, 5074, 37, 6.609784
